year,month,day,day_of_week,date,total_cyclist_injured,total_cyclist_killed,total_motorist_injured,total_motorist_killed,total_pedestrians_injured,total_pedestrians_killed,total_persons_injured,total_persons_killed,total_vehicles_involved,total_collisions,aggressive_driving_road_rage,animals_action,backing_unsafely,driver_inattention_distraction,driver_inexperience,driver_unwell_medical,environmental_defect_failure,failure_to_keep_right,failure_to_yield_right_of_way,following_too_closely,oversized_vehicle,passing_or_lane_usage_improper,pedestrian_bicyclist_other_pedestrian_error_confusion,physical_disability,reaction_to_uninvolved_vehicle,traffic_control_disregarded,turning_improperly,unsafe_speed,vehicle_failure,visual_distraction_obstruction,temp_c,dewp_c,slp_c,visib_c,wdsp_c,mxpsd_c,gust_c,max_c,min_c,prcp_c,sndp_c,fog_c,avg_speed_all,avg_speed_i87
2020,8,30,1,2020-08-30,24,0,123,1,22,0,169,1,568,303,8,0,9,88,5,7,1,1,14,21,0,32,3,0,5,16,3,15,12,2,72.0,61.6,1002.8,9.0,13.1,21.0,29.9,75.9,66.9,0.33,,0,35.915469712768981,0.0
2020,8,31,2,2020-08-31,25,0,94,0,23,0,142,0,559,294,2,0,22,79,7,6,1,0,10,24,2,39,6,0,4,5,5,12,16,8,67.0,52.0,1017.3,10.0,7.4,14.0,18.1,75.9,60.1,0.0,,0,39.123750954927424,0.0
2020,9,1,3,2020-09-01,26,0,100,0,21,2,147,2,646,337,3,0,10,104,4,12,3,0,28,20,0,23,4,0,5,11,11,4,14,2,65.7,57.5,1022.2,10.0,9.9,15.9,21.0,73.0,60.1,0.0,,0,38.787123522928255,0.0
2020,9,2,4,2020-09-02,26,1,102,0,16,0,144,1,585,309,1,1,8,91,6,5,6,0,22,21,5,31,3,0,6,11,5,14,18,7,66.5,61.9,1018.3,8.4,10.7,14.0,18.1,73.0,61.0,0.0,,0,38.5618482748076,0.0
2020,9,3,5,2020-09-03,33,0,132,0,30,0,195,0,702,363,3,0,7,120,5,4,6,1,27,21,3,42,0,0,4,10,8,14,19,5,70.5,69.3,1009.3,2.1,7.6,12.0,,73.0,64.9,0.43,,1,37.241743361922858,0.0
2020,9,4,6,2020-09-04,24,1,149,0,24,1,197,2,724,383,2,0,10,99,9,10,2,2,20,31,0,37,2,0,6,19,7,13,18,6,72.8,68.3,1009.8,8.3,7.4,12.0,,81.0,66.9,0.31,,1,37.606314727117457,0.0
2020,9,5,7,2020-09-05,18,1,138,2,23,1,179,4,693,362,2,0,10,100,12,11,2,1,26,28,0,34,3,0,9,12,5,14,15,4,70.7,53.2,1018.9,10.0,9.4,14.0,,81.0,64.0,0.01,,0,39.749286032203166,0.0
2020,9,6,1,2020-09-06,24,0,142,2,14,1,180,3,593,293,1,0,7,73,4,12,0,0,21,25,1,30,5,0,5,8,5,21,14,4,67.3,60.5,1022.3,10.0,6.9,12.0,,75.9,59.0,0.0,,0,41.721767084615578,0.0
2020,9,7,2,2020-09-07,18,2,130,1,18,0,166,3,568,295,7,1,14,71,5,7,2,0,22,20,0,28,9,0,3,8,6,15,8,6,67.1,58.6,1021.3,10.0,8.2,14.0,,75.0,59.0,0.0,,0,42.492544946847595,0.0
2020,9,8,3,2020-09-08,28,0,117,0,20,0,165,0,639,336,2,0,19,96,4,7,3,0,16,19,3,39,3,0,5,10,5,9,17,5,65.9,63.7,1020.7,5.2,4.2,8.0,,77.0,57.2,0.0,,1,38.340394750966077,0.0
2020,9,9,4,2020-09-09,24,0,107,0,22,0,153,0,565,292,4,0,16,78,2,5,1,1,17,34,0,35,5,0,7,10,6,9,9,3,69.3,67.3,1025.0,4.3,4.2,8.0,,77.0,57.9,0.0,,1,38.415218358089476,0.0
2020,9,10,5,2020-09-10,23,1,104,1,22,0,149,2,663,347,2,0,14,80,5,4,13,1,23,35,3,30,9,0,5,5,7,12,18,12,70.8,69.5,1025.1,0.8,4.4,7.0,,77.0,66.9,0.0,,1,35.18991648363567,0.0
2020,9,11,6,2020-09-11,37,0,127,0,29,0,193,0,678,351,5,2,10,100,9,6,1,0,23,22,1,26,3,0,6,6,7,10,19,4,69.1,62.7,1020.9,7.1,13.2,22.0,28.0,75.0,60.1,0.3,,1,36.409900464499,0.0
2020,9,12,7,2020-09-12,34,0,146,1,15,0,195,1,584,304,7,0,12,79,7,10,1,2,19,26,1,21,7,0,3,9,6,8,6,9,62.4,49.7,1025.7,10.0,12.4,19.0,24.1,73.0,59.0,0.07,,0,37.638656731549069,0.0
2020,9,13,1,2020-09-13,20,0,83,0,8,0,111,0,469,245,2,0,12,52,7,13,1,0,15,12,0,25,3,0,4,4,3,12,9,7,64.2,57.9,1022.2,10.0,8.6,15.0,,72.0,59.0,0.0,,0,41.128974529120512,0.0
2020,9,14,2,2020-09-14,24,0,96,0,17,0,137,0,549,289,1,1,10,87,4,9,0,0,14,20,3,28,2,0,3,6,5,10,11,6,69.5,61.2,1016.6,9.5,9.9,20.0,24.1,75.0,59.0,0.0,,0,38.1565424270073,0.0
2020,9,15,3,2020-09-15,23,0,93,1,18,0,134,1,579,301,4,1,7,75,9,5,1,0,22,25,4,38,2,0,7,12,9,7,16,4,61.5,45.7,1023.7,10.0,13.4,20.0,28.0,75.0,50.0,0.0,,0,36.5395950835373,0.0
2020,9,16,4,2020-09-16,21,0,93,0,17,0,131,0,599,307,4,0,11,81,5,6,1,1,21,22,1,31,2,0,7,7,6,12,15,5,58.8,51.3,1024.7,10.0,6.5,13.0,,69.1,46.0,0.0,,0,36.986019275853089,0.0
2020,9,17,5,2020-09-17,26,0,101,1,16,0,143,1,623,322,1,0,8,102,8,5,1,1,19,24,1,42,2,0,2,7,5,10,19,4,68.5,63.7,1018.3,10.0,7.5,9.9,,73.0,64.9,0.0,,0,35.51144950044003,0.0
2020,9,18,6,2020-09-18,35,0,127,1,13,1,175,2,667,341,3,0,9,96,3,9,1,0,21,34,3,29,7,0,1,8,12,12,16,4,63.6,59.9,1013.6,8.8,11.2,22.9,31.1,73.0,59.0,0.28,,0,36.902025819806077,0.0
2020,9,19,7,2020-09-19,22,0,103,1,18,1,143,2,639,330,1,0,12,99,7,11,1,0,17,24,1,35,6,0,4,6,7,6,16,6,58.8,41.4,1021.5,10.0,16.9,21.0,27.0,66.9,50.0,0.03,,0,37.719499338656739,0.0
2020,9,20,1,2020-09-20,19,0,151,0,19,0,189,0,534,275,2,0,4,76,4,11,2,0,13,18,0,24,1,0,5,8,3,18,15,0,55.2,38.9,1029.8,10.0,13.8,20.0,28.9,63.0,46.9,0.0,,0,39.98469076919023,0.0
2020,9,21,2,2020-09-21,19,0,96,1,18,0,133,1,600,310,1,1,10,85,2,7,3,1,15,22,2,40,2,0,4,14,4,13,11,3,56.8,37.0,1032.3,10.0,16.0,22.9,29.9,63.0,48.9,0.0,,0,37.9896974505448,0.0
2020,9,22,3,2020-09-22,23,0,74,0,23,0,120,0,587,307,4,0,20,84,9,3,0,1,24,22,1,32,3,0,5,10,3,6,15,5,58.8,40.4,1016.3,10.0,19.2,28.0,36.9,64.9,53.1,0.0,,0,33.679749214542191,0.0
2020,9,23,4,2020-09-23,24,1,103,1,23,1,150,3,677,356,4,0,13,103,13,6,0,0,22,34,3,29,5,0,4,7,11,4,18,9,64.1,48.2,1006.9,10.0,14.5,18.1,26.0,71.1,54.0,0.0,,0,36.716658049472834,0.0
2020,9,24,5,2020-09-24,23,0,117,1,15,1,155,2,587,297,5,0,12,69,7,4,1,1,20,31,3,36,9,0,7,5,5,8,15,4,66.2,56.9,1013.2,10.0,8.2,12.0,,75.9,55.0,0.0,,0,36.9780872920553,0.0
2020,9,25,6,2020-09-25,24,0,98,0,22,0,144,0,674,348,2,0,15,102,4,7,1,0,20,32,1,42,4,0,7,7,6,14,7,6,64.6,61.0,1018.5,7.0,7.2,9.9,,75.9,55.0,0.0,,1,34.974505788067674,0.0
2020,9,26,7,2020-09-26,19,0,109,2,20,0,148,2,628,330,2,0,12,87,11,23,0,1,23,20,1,30,3,0,7,7,3,10,22,5,63.6,60.9,1020.5,4.5,4.9,8.9,,73.0,59.0,0.0,,1,38.091472174178449,0.0
2020,9,27,1,2020-09-27,32,0,120,0,25,0,177,0,624,315,1,1,9,92,4,11,9,0,16,25,0,31,5,0,9,11,4,16,23,5,66.7,63.0,1017.6,9.2,7.2,11.1,,73.0,61.0,0.0,,1,38.781622116533988,0.0
2020,9,28,2,2020-09-28,23,0,83,0,20,3,126,3,573,300,7,0,15,71,4,3,2,0,19,28,4,27,8,1,6,16,4,20,14,4,68.1,66.3,1016.0,6.3,9.5,13.0,,73.0,62.1,0.18,,0,39.198219067663786,0.0
2020,9,29,3,2020-09-29,21,0,131,0,25,1,177,1,616,316,2,0,8,83,12,3,5,1,28,26,0,37,4,0,9,9,7,11,21,5,67.5,65.8,,6.1,5.5,8.0,,68.0,66.0,0.0,,1,35.571636720943289,0.0
2020,9,30,4,2020-09-30,26,0,91,1,20,0,137,1,674,347,3,1,7,99,3,4,7,1,25,12,3,40,1,0,2,10,11,13,16,6,67.6,64.2,1006.2,7.7,20.1,27.0,35.9,70.0,64.0,0.06,,1,35.925347429669841,0.0
2020,10,1,5,2020-10-01,23,0,90,0,28,0,141,0,636,332,2,0,12,98,6,11,1,1,16,18,2,37,3,0,4,8,10,7,9,1,66.4,62.2,1013.7,9.7,9.8,17.1,,70.0,61.0,0.02,,0,36.1795802919708,0.0
2020,10,2,6,2020-10-02,39,0,82,0,16,0,137,0,664,350,4,1,10,92,7,8,8,1,28,15,3,47,5,0,3,11,9,13,17,2,64.8,59.0,1013.1,8.7,8.5,18.1,24.1,70.0,59.0,0.0,,1,34.881256699504874,0.0
2020,10,3,7,2020-10-03,21,1,133,1,14,0,168,2,643,323,5,2,14,103,3,10,1,2,17,26,0,29,1,1,5,12,7,13,18,6,61.4,47.8,1021.2,10.0,4.9,8.0,,68.0,50.0,0.0,,0,37.522736198211163,0.0
2020,10,4,1,2020-10-04,16,0,98,0,15,0,129,0,520,269,3,0,8,69,7,12,1,2,19,14,0,20,4,1,3,10,7,11,10,4,61.0,51.5,1024.2,10.0,7.0,11.1,,66.0,52.0,0.0,,0,40.4341188144002,0.0
2020,10,5,2,2020-10-05,18,0,85,1,25,1,128,2,564,302,1,0,9,74,10,7,2,1,19,24,2,38,4,1,5,10,4,13,9,4,56.9,54.6,1019.7,9.2,8.1,14.0,20.0,59.0,52.0,0.17,,0,37.94606854078512,0.0
2020,10,6,3,2020-10-06,25,0,100,5,24,0,149,5,635,325,2,0,11,84,9,8,0,0,22,21,4,45,7,2,2,6,7,12,13,10,59.2,53.1,1020.5,9.9,6.8,12.0,,64.0,48.0,0.05,,0,36.590637003563046,0.0
2020,10,7,4,2020-10-07,30,0,82,0,19,0,131,0,592,308,3,0,12,82,4,5,0,0,18,25,1,36,6,0,7,6,12,11,13,7,65.7,60.4,1007.0,9.6,16.4,27.0,52.1,70.0,61.0,0.07,,0,37.929896125772039,0.0
2020,10,8,5,2020-10-08,20,0,105,0,25,2,150,2,627,332,3,0,8,92,6,3,0,0,21,20,4,47,2,0,6,8,11,6,18,5,59.5,41.1,1008.9,10.0,14.6,22.0,36.9,64.0,57.0,0.25,,0,36.152730764820546,0.0
2020,10,9,6,2020-10-09,17,0,94,0,19,0,130,0,628,329,3,0,12,86,8,6,1,1,18,28,0,35,2,0,6,4,7,9,17,5,52.5,34.2,1022.0,10.0,11.2,17.1,24.1,55.0,50.0,0.0,,0,33.659323047054613,0.0
2020,10,10,7,2020-10-10,17,0,112,0,11,1,140,1,557,277,1,1,5,81,3,14,2,1,18,26,0,22,2,0,9,8,4,13,11,7,65.2,56.4,1016.3,9.9,17.6,21.0,29.9,70.0,55.0,0.0,,0,36.265532720530629,0.0
2020,10,11,1,2020-10-11,16,0,97,0,13,0,126,0,488,247,7,1,12,62,5,8,3,0,12,14,2,10,3,0,4,10,6,13,15,5,60.9,51.3,1020.4,10.0,14.3,19.0,27.0,64.0,54.0,0.0,,0,40.774993118564581,0.0
2020,10,12,2,2020-10-12,11,0,129,0,30,0,170,0,608,323,2,0,5,87,9,8,24,1,23,21,2,27,3,0,6,11,1,14,14,2,55.3,47.3,1024.1,10.0,13.0,17.1,22.0,57.2,52.0,0.0,,0,37.517018797853126,0.0
2020,10,13,3,2020-10-13,13,0,97,0,23,0,133,0,628,323,2,0,9,93,6,6,12,0,25,29,3,25,2,0,2,10,9,12,17,4,61.8,60.1,1012.5,3.3,15.7,19.0,28.0,64.4,57.0,0.05,,0,36.885532439787383,0.0
2020,10,14,4,2020-10-14,19,0,95,0,25,0,139,0,643,333,0,0,14,96,14,2,0,0,24,24,2,36,7,0,10,13,6,8,9,3,60.7,50.6,1012.4,10.0,12.1,15.9,21.0,66.0,53.6,0.06,,0,37.336242903487431,0.0
2020,10,15,5,2020-10-15,32,0,96,2,13,1,141,3,609,311,6,1,9,85,8,8,1,0,24,27,2,27,7,0,5,13,6,11,17,7,63.5,58.3,1019.0,10.0,10.4,14.0,,66.0,57.0,0.0,,1,36.66513888888889,0.0
2020,10,16,6,2020-10-16,15,0,79,0,26,1,120,1,564,304,3,0,4,74,3,6,8,0,24,21,1,28,5,0,5,9,11,7,9,8,65.4,60.7,1018.5,10.0,12.6,14.0,,70.0,59.0,0.0,,0,35.474728191516512,0.0
2020,10,17,7,2020-10-17,23,0,121,0,23,1,167,1,656,335,3,2,11,88,9,8,6,1,22,28,0,25,3,0,11,9,2,15,14,5,54.3,44.2,1022.8,9.5,15.9,29.9,41.0,63.0,50.0,1.47,,0,37.482613544201136,0.0
2020,10,18,1,2020-10-18,23,0,119,2,16,2,158,4,592,305,4,1,8,76,10,11,0,0,23,21,2,20,3,0,1,17,4,17,16,5,54.7,40.0,1032.3,10.0,8.4,12.0,19.0,61.0,46.0,0.0,,0,39.949943345015676,0.0
2020,10,19,2,2020-10-19,20,0,47,0,13,0,80,0,530,276,0,0,8,66,6,7,0,0,29,13,3,39,2,0,5,8,6,8,10,6,55.6,48.9,1028.1,10.0,5.0,8.0,,63.0,48.0,0.0,,0,37.591465497521924,0.0
2020,10,20,3,2020-10-20,18,0,105,0,21,1,144,1,640,336,3,0,16,74,10,7,7,1,28,19,2,38,0,0,4,10,6,12,12,7,59.7,57.6,1025.5,8.0,7.2,9.9,,64.0,54.0,0.0,,1,36.963251902900637,0.0
2020,10,21,4,2020-10-21,26,0,113,0,22,0,161,0,630,338,2,0,16,88,7,9,6,0,22,32,1,29,5,0,5,10,8,13,20,6,64.9,63.1,1025.0,4.7,5.2,8.0,,68.0,63.0,0.03,,1,37.023685620948392,0.0
2020,10,22,5,2020-10-22,22,0,82,1,14,0,118,1,498,264,3,0,8,63,8,6,1,0,20,17,1,36,4,0,3,7,3,11,13,4,65.0,60.6,1024.0,5.3,5.0,11.1,,72.0,57.0,0.0,,1,35.743239921075087,0.0
2020,10,23,6,2020-10-23,23,0,105,0,20,0,148,0,645,336,1,1,7,103,4,7,2,1,28,23,4,36,2,0,6,10,7,15,17,5,62.0,53.9,1022.7,9.5,7.4,11.1,15.0,68.0,57.0,0.0,,1,36.710860971524291,0.0
2020,10,24,7,2020-10-24,30,0,102,0,19,0,151,0,577,301,2,1,13,88,5,11,0,0,25,21,0,21,8,1,9,7,2,11,12,3,60.9,54.9,1012.7,10.0,6.0,12.0,,64.0,57.0,0.0,,0,38.654643131017636,0.0
2020,10,25,1,2020-10-25,14,0,108,0,13,0,135,0,571,281,4,1,6,88,9,8,3,0,17,17,1,19,4,0,7,11,8,13,13,4,52.1,39.7,1023.9,10.0,12.6,21.0,26.0,55.0,48.0,0.0,,0,39.755890790711867,0.0
2020,10,26,2,2020-10-26,20,0,121,2,21,0,162,2,608,314,3,0,11,70,12,5,17,1,32,22,0,26,6,0,5,10,3,7,14,5,56.1,50.2,1021.6,9.9,11.2,15.0,20.0,59.0,51.8,0.01,,0,37.579829576513717,0.0
2020,10,27,3,2020-10-27,14,0,76,0,18,0,108,0,500,262,3,0,10,70,4,5,3,0,18,21,3,27,3,0,5,12,4,9,12,4,56.7,51.7,1019.5,8.2,9.4,17.1,21.0,61.0,52.0,0.01,,1,37.389134282102518,0.0
2020,10,28,4,2020-10-28,16,0,91,0,27,0,134,0,572,309,2,1,6,70,7,2,5,0,24,21,3,44,2,0,4,13,5,14,16,7,53.6,50.4,1017.4,8.0,9.9,17.1,19.0,61.0,50.0,0.05,,0,36.196754324567543,0.0
2020,10,29,5,2020-10-29,10,0,80,0,56,1,146,1,578,334,0,0,8,85,6,8,14,0,31,18,1,36,3,1,2,10,9,12,12,4,50.8,47.1,1011.5,6.8,6.8,17.1,25.1,57.2,48.0,0.78,,0,35.580146748391364,0.0
2020,10,30,6,2020-10-30,12,0,103,0,40,2,155,2,727,394,2,1,10,100,7,9,9,0,25,33,4,35,2,0,11,8,13,6,19,5,44.3,42.0,1008.8,6.0,21.8,28.9,35.9,50.0,41.0,1.16,,0,36.411864331109825,0.0
2020,10,31,7,2020-10-31,21,0,112,0,20,0,153,0,632,334,5,0,11,94,6,8,2,1,25,15,0,31,3,1,10,5,10,10,17,4,44.9,27.5,1032.2,10.0,6.7,17.1,25.1,48.0,39.0,0.0,,0,40.297126753379239,0.0
2020,11,1,1,2020-11-01,13,1,121,0,15,0,149,1,592,308,4,1,10,78,8,16,5,0,15,18,2,30,2,0,4,11,8,12,16,2,57.2,54.2,1016.7,8.4,10.9,17.1,22.9,61.0,54.0,0.0,,0,31.775003034389748,0.0
2020,11,2,2,2020-11-02,13,0,107,1,19,0,139,1,614,327,2,0,9,82,8,4,0,0,19,18,3,39,2,0,1,8,13,9,18,14,42.1,25.5,1002.5,10.0,20.4,22.9,35.9,46.0,37.0,0.44,,0,33.505037713175319,0.0
2020,11,3,3,2020-11-03,17,0,81,0,19,1,117,1,533,285,2,0,11,72,3,2,3,1,19,15,0,31,2,1,10,9,5,8,16,4,44.0,25.1,1013.0,10.0,17.2,24.1,39.0,48.0,37.0,0.0,,0,36.942544099756688,0.0
2020,11,4,4,2020-11-04,17,0,77,0,19,0,113,0,577,302,1,0,9,81,7,2,1,0,17,21,2,42,1,0,5,5,6,6,12,8,46.4,32.9,1031.6,10.0,7.9,13.0,,55.0,37.0,0.0,,0,36.811023671938365,0.0
2020,11,5,5,2020-11-05,28,1,111,0,27,1,166,2,678,357,3,2,14,96,6,13,1,1,29,25,2,38,7,0,3,12,9,11,16,4,59.0,54.7,1031.2,9.8,10.3,13.0,,64.9,54.0,0.0,,0,35.952320989531849,0.0
2020,11,6,6,2020-11-06,22,0,119,0,25,0,166,0,680,365,2,0,9,110,7,6,0,1,21,22,2,37,2,0,7,12,9,15,16,6,59.5,57.3,1025.9,7.6,9.7,15.0,,64.9,55.9,0.02,,1,33.620609173557966,0.0
2020,11,7,7,2020-11-07,23,2,133,0,17,0,173,2,655,329,6,0,8,97,8,12,2,0,21,22,0,23,3,0,12,11,7,11,12,8,60.4,55.5,1022.9,8.3,11.2,17.1,22.0,68.0,55.9,0.0,,1,34.570384379158561,0.0
2020,11,8,1,2020-11-08,18,0,114,0,12,0,144,0,640,326,6,0,5,95,7,16,0,0,20,23,1,23,3,0,7,11,6,12,14,5,58.8,51.0,1025.7,8.5,4.7,9.9,,71.1,48.9,0.0,,0,34.492737185916724,0.0
2020,11,9,2,2020-11-09,31,0,117,0,25,1,173,1,619,318,0,0,6,82,12,8,1,0,26,28,3,34,3,0,6,13,8,9,10,8,54.8,51.0,1026.6,6.6,5.2,8.9,,71.1,46.0,0.0,,1,33.652945422895762,0.0
2020,11,10,3,2020-11-10,26,0,122,0,28,0,176,0,664,343,7,1,15,94,2,5,2,0,31,22,4,31,0,1,2,10,6,13,8,7,57.2,54.5,1022.8,5.7,8.2,13.0,,68.0,46.9,0.0,,1,33.52870456303171,0.0
2020,11,11,4,2020-11-11,22,0,101,0,35,0,158,0,548,300,3,1,10,67,1,5,7,1,25,21,2,37,4,1,4,13,2,9,19,1,61.4,58.9,1020.2,9.0,10.4,12.0,,66.0,51.1,0.0,,0,34.027364457067506,0.0
2020,11,12,5,2020-11-12,21,0,93,1,35,1,149,2,599,327,5,0,16,75,5,5,14,0,27,17,2,40,0,0,5,7,6,6,12,8,60.7,59.0,1013.7,3.7,11.3,22.9,31.1,64.9,51.8,0.84,,1,33.653016160277325,0.0
2020,11,13,6,2020-11-13,18,1,112,0,31,1,161,2,734,391,6,0,10,100,4,8,12,0,29,34,7,23,6,0,8,10,7,8,21,5,53.5,49.8,1016.8,6.9,9.3,15.0,22.0,64.9,52.0,1.28,,0,36.222098159975666,0.0
2020,11,14,7,2020-11-14,21,0,88,0,18,1,127,1,586,298,2,0,8,88,6,6,4,0,12,22,1,39,0,0,6,8,4,21,19,3,50.5,39.3,1016.3,10.0,11.3,20.0,26.0,55.0,46.9,0.02,,0,37.124464182780486,0.0
2020,11,15,1,2020-11-15,14,0,69,0,11,0,94,0,469,251,2,0,9,68,7,8,4,0,14,12,1,23,0,0,4,5,5,19,13,5,46.4,33.9,1022.8,10.0,9.6,17.1,20.0,55.0,32.0,0.0,,0,38.875956782019642,0.0
2020,11,16,2,2020-11-16,15,0,86,1,29,1,130,2,562,305,3,0,12,70,8,4,4,0,16,18,1,43,5,0,4,6,9,11,19,9,54.9,41.5,1010.3,9.4,16.9,25.1,36.9,61.0,50.0,0.24,,0,36.111536589930751,0.0
2020,11,17,3,2020-11-17,19,0,81,0,13,0,113,0,488,261,0,1,9,79,7,1,2,2,14,18,3,33,3,0,3,6,9,2,16,8,47.4,29.0,1012.7,10.0,8.9,15.0,19.0,62.1,41.0,0.0,,0,37.766966690654876,0.0
2020,11,18,4,2020-11-18,12,0,111,0,19,0,142,0,557,295,2,0,6,106,6,2,0,2,16,22,4,26,1,0,5,6,7,12,14,0,38.1,21.8,1022.4,10.0,15.4,21.0,28.0,54.0,33.1,0.0,,0,37.740832014700629,0.0
2020,11,19,5,2020-11-19,16,0,87,0,17,0,120,0,519,279,4,0,12,85,4,8,1,0,24,10,2,27,1,0,4,8,9,6,14,4,37.2,24.1,1034.1,10.0,11.3,22.9,31.1,51.1,23.0,0.0,,0,37.812836043880992,0.0
2020,11,20,6,2020-11-20,29,0,100,3,33,0,162,3,660,358,4,0,15,84,5,12,2,1,28,29,1,38,5,0,7,12,3,12,20,6,56.9,47.9,1027.4,9.0,19.8,26.0,32.1,62.1,52.0,0.0,,0,35.367530495272618,0.0
2020,11,21,7,2020-11-21,18,0,114,0,17,0,149,0,609,314,3,1,11,78,9,9,0,0,14,30,1,39,2,0,7,7,7,13,14,1,57.7,48.4,1024.7,9.3,10.3,18.1,,64.9,51.1,0.0,,0,36.440527007299266,0.0
2020,11,22,1,2020-11-22,7,0,78,2,11,1,96,3,429,222,3,0,5,54,3,8,2,0,11,17,0,24,1,0,2,4,6,16,17,1,50.9,40.7,1030.6,10.0,12.5,15.9,21.0,64.9,48.0,0.0,,0,36.248108774941,0.0
2020,11,23,2,2020-11-23,13,0,95,0,33,0,141,0,561,298,2,1,8,74,9,7,9,0,26,30,2,33,1,0,2,8,5,6,4,4,53.9,50.1,1016.2,7.6,15.1,22.0,31.1,61.0,46.0,0.0,,1,31.876965513593568,0.0
2020,11,24,3,2020-11-24,22,0,103,1,24,3,149,4,623,324,9,0,10,87,7,8,1,0,23,17,2,42,4,1,8,11,6,12,13,10,42.2,26.6,1020.6,10.0,15.5,22.0,33.0,61.0,39.0,0.37,,0,30.901384010036494,0.0
2020,11,25,4,2020-11-25,19,0,89,1,13,0,121,1,540,276,2,1,9,69,6,13,0,0,26,23,3,26,2,0,8,6,4,10,8,3,45.1,35.1,1029.5,10.0,9.7,18.1,,55.9,30.0,0.0,,0,34.658289453813239,0.0
2020,11,26,5,2020-11-26,14,0,61,0,17,2,92,2,383,203,3,0,6,49,6,7,8,0,10,13,1,16,2,0,1,6,7,10,7,5,55.7,53.3,1020.9,7.0,10.2,15.9,,57.9,52.0,0.0,,0,42.520401981230449,0.0
2020,11,27,6,2020-11-27,9,0,104,0,17,0,130,0,539,279,2,1,10,70,7,13,2,0,16,19,1,32,2,0,8,6,2,15,9,6,54.0,50.8,1016.0,5.4,4.4,12.0,,62.1,43.0,0.48,,1,43.66346153846154,0.0
2020,11,30,2,2020-11-30,9,0,80,0,33,1,122,1,551,301,1,0,7,76,8,5,17,0,20,22,1,28,3,0,7,2,3,10,16,4,52.7,49.4,1016.9,8.3,13.2,25.1,33.0,57.9,37.9,0.0,,0,34.168218800071209,0.0
2020,12,1,3,2020-12-01,15,0,73,0,11,0,99,0,508,269,1,0,6,70,3,7,5,0,23,13,5,31,1,0,7,7,6,8,9,3,58.1,54.3,1003.1,4.3,18.1,34.0,47.0,63.0,45.0,0.88,,1,38.42215628437156,0.0
2020,12,2,4,2020-12-02,11,0,77,1,15,0,103,1,461,235,1,0,7,64,5,7,1,1,13,19,2,22,1,0,6,9,5,8,13,4,47.5,35.9,1011.3,9.8,17.9,22.9,32.1,63.0,42.1,0.59,,0,37.750411320654059,0.0
2020,12,3,5,2020-12-03,10,0,61,0,21,0,92,0,485,252,1,0,11,67,6,7,2,0,19,12,2,17,4,0,7,8,4,11,9,6,45.1,32.4,1019.5,10.0,12.6,18.1,24.1,52.0,36.0,0.02,,0,38.021443379967558,0.0
2020,12,4,6,2020-12-04,18,0,123,1,41,0,182,1,715,372,6,0,12,90,10,7,3,0,30,30,1,36,3,0,6,8,12,10,21,7,53.6,43.8,1019.2,10.0,13.1,18.1,25.1,59.0,36.0,0.0,,0,36.859172771672775,0.0
2020,12,5,7,2020-12-05,6,0,93,0,15,0,114,0,521,278,1,0,10,68,5,16,15,0,15,19,0,17,3,0,1,9,7,20,10,2,51.5,48.4,1007.3,6.3,11.1,32.1,46.0,59.0,39.9,0.32,,0,38.820221530294525,0.0
2020,12,6,1,2020-12-06,10,0,67,0,18,0,95,0,468,241,3,0,5,60,1,7,2,0,18,24,1,17,4,0,5,4,5,14,9,5,39.3,28.0,1000.7,9.8,18.1,27.0,38.1,41.0,36.0,1.47,,0,40.7065954328262,0.0
2020,12,7,2,2020-12-07,10,0,77,1,31,0,118,1,517,281,3,0,13,73,4,3,2,0,26,18,1,22,1,0,4,6,6,2,17,5,35.1,23.5,1006.5,10.0,9.3,17.1,22.0,42.1,30.0,0.0,,0,38.4308256026987,0.0
2020,12,8,3,2020-12-08,22,0,104,1,24,0,150,1,528,282,4,0,13,75,4,9,0,0,25,17,1,37,5,0,1,11,6,8,12,7,36.4,28.9,1003.6,10.0,14.1,22.9,31.1,39.2,33.1,0.0,,0,37.822588956431062,0.0
2020,12,9,4,2020-12-09,10,0,90,0,14,2,114,2,561,280,2,1,10,86,3,2,1,1,17,21,1,33,2,1,2,10,6,10,13,4,35.4,26.2,1007.9,9.6,9.2,13.0,25.1,44.1,30.0,0.01,,0,36.879075317117994,0.0
2020,12,10,5,2020-12-10,18,0,108,1,23,0,149,1,588,311,4,0,5,84,7,6,0,0,16,23,2,31,2,0,7,9,4,14,24,10,40.8,31.9,1012.6,10.0,10.0,17.1,22.9,48.0,30.0,0.12,,0,36.469478949426488,0.0
2020,12,11,6,2020-12-11,19,1,112,0,27,0,158,1,673,348,6,0,22,84,3,8,1,0,22,37,3,35,3,0,3,11,9,14,11,4,41.5,35.7,1022.4,10.0,5.8,12.0,,54.0,27.0,0.0,,0,36.982450723568761,0.0
2020,12,12,7,2020-12-12,11,0,80,2,23,1,114,3,546,285,1,0,12,87,6,5,4,1,17,15,1,32,0,0,5,4,9,17,10,2,52.1,50.0,1021.2,8.6,7.0,14.0,,57.9,48.0,0.0,,1,39.318248938172388,0.0
