year,month,day,day_of_week,date,total_cyclist_injured,total_cyclist_killed,total_motorist_injured,total_motorist_killed,total_pedestrians_injured,total_pedestrians_killed,total_persons_injured,total_persons_killed,total_vehicles_involved,total_collisions,aggressive_driving_road_rage,animals_action,backing_unsafely,driver_inattention_distraction,driver_inexperience,driver_unwell_medical,environmental_defect_failure,failure_to_keep_right,failure_to_yield_right_of_way,following_too_closely,oversized_vehicle,passing_or_lane_usage_improper,pedestrian_bicyclist_other_pedestrian_error_confusion,physical_disability,reaction_to_uninvolved_vehicle,traffic_control_disregarded,turning_improperly,unsafe_speed,vehicle_failure,visual_distraction_obstruction,temp_c,dewp_c,slp_c,visib_c,wdsp_c,mxpsd_c,gust_c,max_c,min_c,prcp_c,sndp_c,fog_c,avg_speed_all,avg_speed_i87
2017,8,11,6,2017-08-11,19,0,132,0,21,0,172,0,1271,654,4,1,38,191,22,11,7,2,53,78,6,76,7,0,11,4,18,12,24,7,67.6,65.8,1021.4,9.3,5.8,8.0,,77.0,60.1,0.0,,1,23.90281917211329,44.941078431372574
2017,8,12,7,2017-08-12,21,0,111,1,25,0,157,1,1014,525,4,0,26,139,19,12,12,0,35,58,0,58,5,1,10,11,14,18,21,7,65.9,65.8,1016.4,4.2,5.8,12.0,,77.0,60.1,0.07,,1,28.174915637860082,52.792395833333359
2017,8,13,1,2017-08-13,18,0,151,0,17,0,186,0,1097,562,7,1,29,134,15,17,1,1,45,68,1,59,3,0,16,8,23,9,26,9,71.0,69.3,1012.4,6.1,8.3,14.0,,80.1,62.1,1.24,,1,27.994033950617283,40.184791666666683
2017,8,14,2,2017-08-14,18,1,105,0,15,0,138,1,1177,600,6,0,34,148,12,10,2,1,35,62,6,103,8,0,10,18,14,12,31,9,67.7,65.2,1016.4,6.1,4.3,8.0,,80.1,61.0,0.0,,1,27.487319579562346,56.901514084507021
2017,8,15,3,2017-08-15,11,0,126,0,22,0,159,0,1111,576,3,0,30,174,5,4,17,2,35,57,7,81,2,0,17,10,13,5,20,11,67.8,66.8,1014.6,4.3,4.0,8.9,,79.0,61.0,0.0,,1,24.276751292627665,56.71807843137254
2017,8,16,4,2017-08-16,18,0,109,0,40,2,167,2,1149,600,3,0,30,143,10,7,1,0,39,59,4,100,12,0,9,16,22,11,33,11,71.1,65.9,1013.0,6.8,6.5,15.9,,79.0,64.9,0.23,,1,24.809919753086419,52.50763888888887
2017,8,17,5,2017-08-17,19,1,128,0,22,1,169,2,1265,638,3,0,38,157,24,12,1,0,47,80,1,89,8,0,9,9,25,17,39,5,68.0,60.8,1016.6,9.1,5.2,8.9,,79.0,62.1,0.0,,0,23.260049125514403,50.574513888888923
2017,8,18,6,2017-08-18,8,0,131,0,19,0,158,0,1187,610,1,0,21,165,11,11,9,1,44,71,4,76,3,0,12,18,13,11,26,12,66.6,65.6,1015.2,8.0,8.8,13.0,,73.9,57.9,0.0,,0,23.420861368312757,55.107708333333335
2017,8,19,7,2017-08-19,18,0,174,2,22,0,214,2,1260,637,4,0,48,158,10,24,5,1,43,72,2,95,3,0,12,15,18,19,15,8,71.8,70.9,1010.1,5.6,12.2,21.0,28.0,78.1,57.9,1.1,,1,25.051752314814816,59.055624999999992
2017,8,20,1,2017-08-20,15,0,145,0,13,0,173,0,1064,537,5,1,26,144,11,10,2,0,43,66,1,56,7,0,4,19,16,16,27,5,72.8,68.1,1014.2,6.3,9.7,14.0,,80.1,66.9,1.01,,1,25.46422557749387,58.76745644599302
2017,8,21,2,2017-08-21,20,0,122,1,25,0,167,1,1207,627,2,1,30,169,12,5,4,0,38,68,6,89,5,0,12,15,23,15,30,8,69.9,65.6,1020.4,9.8,5.9,9.9,,81.0,61.0,0.0,,0,26.764802985495,59.487034220532315
2017,8,22,3,2017-08-22,22,0,134,0,18,0,174,0,1328,684,5,0,47,171,13,9,3,0,45,80,5,97,4,0,13,15,18,8,32,10,70.5,69.8,1017.4,6.4,10.6,15.0,,81.0,61.0,0.0,,0,25.637545524691358,56.9629513888889
2017,8,23,4,2017-08-23,20,0,116,0,33,0,169,0,1200,629,4,0,34,160,8,7,9,1,44,56,2,96,11,0,10,12,23,7,23,11,72.3,70.9,1009.1,6.3,12.4,18.1,24.1,78.1,68.0,0.0,,0,26.851417989417989,58.503902439024394
2017,8,24,5,2017-08-24,20,0,152,1,29,0,201,1,1229,630,4,0,33,154,9,10,1,2,41,72,8,95,9,0,7,15,20,8,34,13,70.0,60.2,1011.9,10.0,5.6,11.1,,79.0,63.0,0.0,,0,25.918469393004116,58.965416666666684
2017,8,25,6,2017-08-25,24,0,147,0,28,1,199,1,1240,633,6,0,50,150,17,15,7,1,58,65,3,88,5,0,21,13,17,11,26,9,66.4,60.0,1016.2,10.0,5.5,13.0,,79.0,57.9,0.0,,0,25.334377572016461,54.697673611111114
2017,8,26,7,2017-08-26,15,0,131,0,23,0,169,0,1120,570,3,0,37,166,11,16,1,0,45,58,4,66,7,0,11,13,14,12,33,9,64.1,56.8,1023.0,9.9,3.7,8.9,,73.9,54.0,0.0,,0,26.555749485596706,58.434479166666662
2017,8,27,1,2017-08-27,25,0,112,1,15,1,152,2,970,497,2,0,25,128,13,19,0,0,28,47,1,54,8,1,12,10,8,14,24,9,62.3,53.6,1024.6,10.0,5.0,9.9,,73.0,50.0,0.0,,0,27.304523660294578,55.9295138888889
2017,8,28,2,2017-08-28,23,0,132,0,27,0,182,0,1123,584,0,0,32,161,14,10,2,1,49,68,6,69,4,0,14,10,12,8,26,7,62.7,56.4,1025.3,10.0,8.5,17.1,22.9,73.0,50.0,0.0,,0,27.904555750477272,59.561388888888885
2017,8,29,3,2017-08-29,11,0,134,0,38,0,183,0,1187,613,2,0,31,148,11,12,21,0,56,69,3,81,3,0,14,10,16,8,26,7,62.0,58.3,1023.8,9.9,8.6,14.0,20.0,71.1,54.0,0.0,,0,26.254240555729,55.659895833333323
2017,8,30,4,2017-08-30,20,0,136,0,28,0,184,0,1283,671,6,0,54,176,11,7,4,4,43,82,3,78,9,0,17,16,11,16,31,11,61.8,57.5,1012.8,7.0,16.0,22.9,35.0,68.0,57.0,1.57,,0,26.900455705338043,54.602847222222245
2017,8,31,5,2017-08-31,23,0,113,1,21,0,157,1,1190,618,3,2,21,165,9,6,0,2,33,71,3,94,1,0,9,12,22,9,24,17,66.2,60.6,1011.0,9.6,9.7,15.9,22.9,75.0,54.0,0.11,,0,26.134360082304529,57.228784722222223
2017,9,1,6,2017-09-01,29,1,134,0,27,0,190,1,1335,681,2,1,43,175,17,14,2,3,63,78,9,75,4,0,18,20,23,13,24,11,62.7,50.0,1015.1,10.0,10.6,15.9,22.0,75.0,55.0,0.0,,0,26.334459362139917,56.257777777777775
2017,9,2,7,2017-09-02,15,0,138,0,34,0,187,0,1112,562,2,1,32,163,7,21,5,1,45,55,4,65,4,0,4,13,13,9,20,6,58.7,45.2,1022.4,10.0,5.3,8.9,,66.9,50.0,0.0,,0,29.101931841563786,52.852708333333347
2017,9,3,1,2017-09-03,9,0,162,0,26,1,197,1,1006,518,6,0,23,117,14,22,19,2,34,47,0,41,6,0,17,14,19,17,27,7,60.0,56.6,1018.2,6.7,13.1,24.1,33.0,68.0,50.0,1.08,,1,29.382359483408258,47.364652777777764
2017,9,4,2,2017-09-04,15,0,169,0,36,1,220,1,1032,531,6,0,28,139,15,18,1,1,33,46,1,51,7,0,10,18,13,12,27,8,65.4,62.2,1012.4,9.6,13.4,17.1,24.1,70.0,53.1,0.16,,0,30.245302983539094,55.652638888888852
2017,9,5,3,2017-09-05,15,0,145,0,25,0,185,0,1385,707,3,1,41,183,16,10,3,0,44,86,7,87,5,1,17,10,29,8,33,14,68.1,66.4,1012.1,6.9,14.0,18.1,24.1,73.0,62.1,0.0,,0,26.970960133744857,52.900208333333325
2017,9,6,4,2017-09-06,9,0,116,0,31,0,156,0,1180,608,1,0,42,150,7,7,10,2,45,55,3,106,4,0,10,21,14,8,26,8,69.6,68.6,1013.2,6.0,13.6,18.1,28.9,75.0,64.9,0.0,,0,26.381411192839874,52.192430555555539
2017,9,7,5,2017-09-07,28,0,180,0,34,1,242,1,1540,789,4,0,33,188,18,13,7,2,65,99,3,118,6,1,14,11,20,12,29,16,67.1,65.1,1011.4,7.9,13.0,22.9,36.9,75.0,64.0,2.88,,1,24.57554624583096,49.638402777777749
2017,9,8,6,2017-09-08,15,0,156,0,32,0,203,0,1461,740,2,2,52,197,17,7,3,1,46,76,7,131,5,0,12,10,21,8,36,9,65.4,60.5,1017.2,9.5,11.3,14.0,17.1,70.0,60.1,0.55,,0,24.692636574074076,53.95354166666668
2017,9,9,7,2017-09-09,25,0,148,0,32,0,205,0,1200,608,2,1,29,157,18,12,0,1,44,74,2,69,10,2,9,18,14,11,19,7,63.1,57.0,1021.1,10.0,7.5,12.0,,70.0,54.0,0.0,,0,25.939448302469135,57.238854166666655
2017,9,10,1,2017-09-10,21,1,118,1,20,0,159,2,1052,531,1,1,25,149,12,22,3,0,45,71,0,62,5,1,8,17,16,8,20,6,61.1,56.3,1024.2,9.7,9.9,18.1,24.1,69.1,54.0,0.0,,0,26.484824588477366,57.610000000000014
2017,9,11,2,2017-09-11,19,0,151,0,26,0,196,0,1446,735,3,0,32,204,16,2,1,0,47,97,7,108,5,0,7,15,13,12,50,14,63.6,53.9,1023.1,10.0,7.9,14.0,,72.0,52.0,0.0,,0,26.27431507201646,50.688958333333368
2017,9,12,3,2017-09-12,23,0,123,0,27,1,173,1,1317,679,0,1,31,180,16,12,0,0,48,93,5,100,5,0,16,18,26,8,33,12,65.3,59.7,1015.6,10.0,8.3,15.0,,73.9,57.0,0.0,,0,25.554543731172743,53.7023776223776
2017,9,13,4,2017-09-13,25,0,144,0,33,3,202,3,1451,738,3,2,42,179,16,9,1,3,64,87,8,115,9,0,13,13,36,15,36,13,67.5,63.4,1011.8,9.5,8.0,13.0,,75.0,60.1,0.0,,0,24.932362987643309,54.096537102473505
2017,9,14,5,2017-09-14,16,2,118,0,31,0,165,2,1424,727,4,0,39,203,11,12,0,0,45,82,7,112,6,0,22,13,27,12,39,12,67.4,67.2,1012.6,5.1,9.0,14.0,,75.0,63.0,0.0,,1,24.373567450662343,50.676094890510939
2017,9,15,6,2017-09-15,26,0,171,0,56,0,253,0,1591,824,3,1,39,220,15,10,1,0,61,85,11,118,9,0,9,13,24,14,36,13,67.9,67.7,1016.3,6.7,6.3,11.1,,73.9,64.0,0.02,,1,23.41056739669752,47.224978723404263
2017,9,16,7,2017-09-16,19,0,119,1,32,0,170,1,1228,623,4,1,29,161,13,26,1,0,43,74,3,84,3,1,14,18,14,12,15,4,66.8,65.5,1020.8,4.6,2.8,8.0,,75.9,61.0,0.0,,1,23.990661321075038,56.544027777777778
2017,9,17,1,2017-09-17,18,0,159,0,23,0,200,0,1158,584,3,0,30,172,9,12,4,3,49,76,0,78,6,0,8,15,11,7,29,4,64.7,64.2,1021.4,4.8,3.4,8.9,,75.9,60.1,0.0,,1,21.518341563786009,57.068263888888907
2017,9,18,2,2017-09-18,18,0,153,4,36,2,207,6,1300,672,1,1,29,167,20,10,9,2,52,68,5,107,8,0,10,18,20,9,30,10,65.7,65.5,1020.5,3.4,7.6,13.0,,73.0,60.1,0.0,,1,24.66199742798354,52.397743055555551
2017,9,19,3,2017-09-19,16,0,128,0,22,0,166,0,1289,660,3,0,32,169,11,8,12,1,51,79,4,100,11,0,9,21,29,8,25,8,65.5,65.4,1016.3,3.3,14.5,20.0,28.0,71.1,63.0,0.02,,1,25.386547582304527,53.804826388888856
2017,9,20,4,2017-09-20,21,0,102,0,33,0,156,0,1130,583,1,0,32,153,15,7,1,2,35,56,9,84,4,0,9,10,14,9,22,9,66.1,66.1,1006.4,3.2,21.3,31.1,40.0,70.0,63.0,0.59,,0,24.3036591588496,55.388194444444409
2017,9,21,5,2017-09-21,19,0,88,0,20,0,127,0,1040,535,5,0,44,134,9,12,0,0,36,53,8,79,4,0,5,7,13,10,24,8,63.9,63.8,1006.9,3.4,29.6,35.9,46.0,68.0,60.1,2.35,,0,26.010596764622409,59.194409722222218
2017,9,22,6,2017-09-22,21,0,102,1,23,0,146,1,1193,614,1,2,35,153,14,20,0,2,42,72,8,66,3,0,8,12,20,13,34,8,61.3,61.3,1008.1,2.8,27.5,35.0,47.0,66.0,59.0,3.17,,0,25.64029603909465,57.74635416666667
2017,9,23,7,2017-09-23,27,0,145,0,36,0,208,0,1221,631,8,1,34,163,11,17,3,1,41,71,3,72,12,0,11,16,18,17,24,10,62.6,62.6,1012.3,2.1,17.2,22.0,31.1,64.9,61.0,0.3,,1,27.940001158480072,61.287187500000009
2017,9,27,4,2017-09-27,32,0,105,0,39,1,176,1,1343,695,6,0,30,176,15,10,4,1,54,78,6,107,12,0,12,20,22,10,34,11,68.7,68.6,1014.0,1.5,4.7,9.9,,77.0,62.1,0.0,,1,24.117306661080853,51.9928108108108
2017,9,28,5,2017-09-28,21,0,137,0,48,0,206,0,1433,740,3,0,31,183,12,12,0,0,61,89,8,103,9,0,14,19,25,17,32,14,69.4,66.3,1005.9,4.9,9.3,20.0,28.0,77.0,64.0,0.07,,1,23.522538979538979,50.585279720279722
2017,9,29,6,2017-09-29,20,0,152,0,41,0,213,0,1486,755,4,0,35,206,15,14,1,3,41,79,9,103,7,1,16,13,28,12,31,16,59.6,48.5,1013.9,10.0,10.6,17.1,25.1,72.0,53.1,0.2,,0,22.897625661375663,53.3376785714286
2017,9,30,7,2017-09-30,17,1,109,2,17,1,143,4,1077,550,0,0,27,134,12,20,1,0,45,65,4,79,6,0,13,14,16,16,24,7,56.3,50.9,1020.0,9.8,8.3,13.0,,64.0,48.0,0.0,,0,25.498485884485884,57.9046853146853
2017,10,1,1,2017-10-01,20,0,122,1,22,0,164,1,1116,571,4,0,23,153,13,18,3,1,30,58,4,76,3,0,11,13,17,16,18,16,55.5,46.8,1025.7,10.0,7.9,11.1,,63.0,48.0,0.08,,0,25.955502314814815,54.174965277777787
2017,10,2,2,2017-10-02,17,0,133,0,48,0,198,0,1432,738,4,1,47,172,23,6,3,0,56,85,12,101,4,0,17,16,26,11,36,12,58.0,51.4,1026.8,10.0,9.3,15.0,,66.0,48.0,0.0,,0,25.721722149026498,53.26592885375495
2017,10,3,3,2017-10-03,13,0,99,0,30,1,142,1,1346,687,2,0,33,183,18,9,3,0,49,85,0,115,3,0,15,9,24,9,32,9,54.1,47.5,1035.7,10.0,6.0,11.1,,62.1,46.0,0.0,,0,25.124890946502056,50.363263888888895
2017,10,4,4,2017-10-04,20,0,145,0,44,0,209,0,1403,711,2,1,43,185,21,15,5,0,55,83,7,107,2,1,11,16,23,10,33,15,59.3,56.1,1029.6,10.0,12.4,19.0,,66.0,46.0,0.0,,0,24.839468106995884,53.391840277777817
2017,10,5,5,2017-10-05,19,0,102,0,42,0,163,0,1255,656,4,0,32,167,15,10,4,0,61,68,5,87,10,0,11,8,15,13,22,10,63.7,62.6,1019.9,8.4,15.8,21.0,25.1,69.1,54.0,0.0,,0,25.56144465485486,50.413531468531453
2017,10,6,6,2017-10-06,15,0,142,1,26,1,183,2,1271,649,2,1,30,153,11,9,4,1,54,81,2,104,6,0,15,7,19,10,36,8,64.9,64.2,1018.2,7.4,7.6,15.0,,70.0,61.0,0.18,,1,23.668868633812245,48.214305555555555
2017,10,7,7,2017-10-07,20,0,136,0,21,0,177,0,1113,569,2,1,35,156,9,22,4,3,36,71,1,59,8,0,9,14,9,11,22,7,63.8,63.5,1021.1,3.9,5.7,9.9,,71.1,61.0,0.0,,1,25.100422839506173,56.516041666666652
2017,10,8,1,2017-10-08,12,0,101,0,23,0,136,0,1038,521,3,1,31,155,6,16,16,1,35,56,0,63,4,0,10,11,15,12,29,11,65.8,65.6,1017.4,9.2,12.8,15.9,,71.1,61.0,0.0,,0,27.198216848874598,54.839826388888909
2017,10,9,2,2017-10-09,2,0,145,0,28,0,175,0,1048,544,2,0,12,145,17,12,25,0,34,63,2,64,3,0,12,19,15,14,24,17,66.3,66.2,1016.5,6.2,10.5,18.1,24.1,71.1,64.0,0.02,,0,26.561559413580248,51.443645833333342
2017,10,10,3,2017-10-10,15,1,177,0,46,0,238,1,1494,766,3,0,40,196,12,7,3,1,60,107,6,127,4,0,22,12,20,10,34,14,68.8,65.6,1015.0,5.9,11.0,21.0,28.9,77.0,63.0,0.31,,1,23.767223899858045,51.720627177700315
2017,10,11,4,2017-10-11,23,0,105,0,42,0,170,0,1205,628,1,2,27,163,13,11,3,2,54,72,4,90,9,0,12,17,12,9,23,4,62.1,58.7,1019.7,10.0,6.9,13.0,,77.0,55.9,0.0,,0,24.86318885046413,48.065754385964915
2017,10,12,5,2017-10-12,15,0,120,0,33,0,168,0,1163,603,4,0,33,151,16,8,12,0,45,68,9,76,9,0,11,9,12,14,27,11,57.1,49.2,1026.7,10.0,14.5,21.0,27.0,68.0,52.0,0.09,,0,23.275964391691396,42.974375000000038
2017,10,13,6,2017-10-13,19,0,113,1,25,0,157,1,1276,658,1,1,34,160,10,12,2,1,51,62,13,84,4,0,12,6,18,12,30,8,56.4,49.4,1030.6,10.0,10.9,17.1,22.0,63.0,51.1,0.01,,0,23.418128343621397,56.29423611111114
2017,10,14,7,2017-10-14,18,0,122,0,24,0,164,0,1112,567,1,2,18,136,13,12,3,2,42,75,3,81,5,0,9,12,13,9,30,15,62.4,62.0,1026.6,6.7,5.5,8.9,,66.9,52.0,0.0,,0,23.59554603909465,52.583263888888872
2017,10,15,1,2017-10-15,11,0,121,1,19,0,151,1,963,496,5,1,19,112,9,19,7,1,32,63,2,59,2,0,20,2,14,17,15,6,63.3,63.3,1016.6,1.4,7.1,20.0,27.0,68.0,57.0,0.71,,1,23.727597951277851,49.639895104895089
2017,10,16,2,2017-10-16,19,0,116,0,30,1,165,1,1226,641,2,4,31,169,8,12,2,2,53,68,8,98,4,1,11,16,19,8,18,12,62.3,58.2,1011.6,8.8,13.8,20.0,27.0,68.0,55.0,0.0,,0,23.605358501277319,51.0026819923372
2017,10,17,3,2017-10-17,16,0,119,0,58,2,193,2,1405,736,2,1,24,199,14,4,4,2,46,81,10,108,5,0,16,18,24,11,33,19,51.1,39.0,1022.8,10.0,12.1,21.0,26.0,66.9,41.0,0.0,,0,23.129427282104178,47.122465277777778
2017,10,18,4,2017-10-18,15,0,136,0,40,0,191,0,1419,737,4,0,40,194,16,3,4,2,73,90,13,114,8,0,11,11,19,12,37,14,56.7,49.0,1024.8,10.0,10.1,15.9,20.0,66.9,41.0,0.0,,0,23.066972839506171,46.613333333333351
2017,10,19,5,2017-10-19,14,0,156,1,53,0,223,1,1473,766,4,1,36,190,20,13,4,0,66,107,6,93,4,0,22,15,16,11,36,17,59.7,58.3,1023.8,10.0,9.3,14.0,,66.9,48.9,0.0,,0,22.437416790987189,44.169166666666634
2017,10,20,6,2017-10-20,17,0,190,0,57,1,264,1,1598,823,11,0,37,226,14,14,2,3,55,102,11,98,7,0,22,12,27,13,23,21,62.0,54.1,1017.0,10.0,11.3,17.1,22.0,68.0,54.0,0.0,,0,21.584722380042354,49.618750000000013
2017,10,21,7,2017-10-21,17,0,118,3,28,0,163,3,1116,582,2,0,29,169,16,20,0,2,34,56,2,72,9,0,12,8,18,10,23,8,58.8,50.3,1024.1,10.0,7.0,12.0,,68.0,46.9,0.0,,0,24.686535730822659,53.355312499999975
2017,10,22,1,2017-10-22,13,0,139,0,15,1,167,1,1051,528,7,2,24,146,11,18,3,0,46,44,0,60,9,0,7,13,16,18,20,9,60.6,59.2,1028.8,10.0,6.9,8.9,,66.9,46.9,0.0,,0,25.933837962962965,48.77708333333333
2017,10,23,2,2017-10-23,15,0,122,0,42,0,179,0,1283,669,7,2,43,161,9,3,2,2,50,93,10,91,6,0,13,11,17,9,32,21,59.5,58.7,1026.8,6.5,7.2,12.0,,68.0,52.0,0.0,,1,25.194403549382717,51.622499999999988
2017,10,24,3,2017-10-24,12,0,105,0,31,1,148,1,1298,685,3,1,29,156,13,14,24,1,50,76,9,93,8,0,10,14,18,11,29,22,64.3,63.4,1018.6,8.7,14.7,18.1,,69.1,53.1,0.0,,0,25.397334115805947,50.99559859154926
2017,10,25,4,2017-10-25,13,0,125,0,27,1,165,1,1254,648,4,0,37,165,8,12,6,2,63,66,7,109,1,1,17,18,18,12,27,10,65.1,65.0,1009.4,4.9,17.1,24.1,35.0,69.1,60.1,0.06,,0,24.420987275911806,51.905625
2017,10,26,5,2017-10-26,8,0,91,0,28,0,127,0,1264,656,4,1,32,191,5,9,7,0,54,74,4,117,4,0,8,14,13,9,29,9,60.1,59.6,1002.6,7.8,11.3,24.1,31.1,66.9,55.0,1.86,,0,23.595343915343914,52.8356794425087
2017,10,27,6,2017-10-27,17,0,170,0,38,0,225,0,1487,758,4,0,29,196,14,3,7,0,68,92,6,119,6,0,13,18,25,12,40,14,54.1,43.5,1015.5,10.0,12.1,18.1,25.1,64.0,48.9,0.26,,0,23.015963866305331,50.6335888501742
2017,10,28,7,2017-10-28,11,0,144,0,25,0,180,0,1185,615,2,0,28,152,14,17,0,2,47,67,1,86,0,0,18,14,13,17,28,5,55.1,51.2,1019.0,10.0,6.7,13.0,,63.0,42.1,0.0,,0,25.59456327160494,53.32503472222222
2017,10,29,1,2017-10-29,8,0,176,0,49,0,233,0,1133,612,4,0,20,136,11,32,34,1,46,60,1,66,4,0,13,14,9,17,26,13,60.4,59.4,1012.4,9.6,12.3,20.0,25.1,64.0,42.1,0.0,,0,25.812836676954731,50.911354166666669
2017,10,30,2,2017-10-30,13,0,134,0,61,0,208,0,1535,829,1,0,40,176,16,13,10,0,69,90,8,129,8,0,15,16,20,11,27,21,60.4,52.0,997.1,6.9,27.3,42.0,55.9,66.0,53.1,1.61,,0,24.26211522633745,50.570451388888856
2017,10,31,3,2017-10-31,23,2,117,0,38,8,178,10,1340,695,3,4,35,177,19,12,5,1,50,70,4,105,4,0,9,15,14,11,31,9,57.7,44.2,1014.3,10.0,18.1,24.1,29.9,73.0,53.1,0.04,,0,24.602599022633743,54.279270833333342
2017,11,1,4,2017-11-01,11,0,130,1,32,1,173,2,1155,607,3,0,32,137,10,10,3,2,55,61,7,105,4,0,10,12,17,12,27,7,50.6,39.9,1026.5,10.0,6.7,14.0,,61.0,37.9,0.0,,0,23.806426770630278,50.70873684210526
2017,11,2,5,2017-11-02,30,0,117,1,39,0,186,1,1420,745,3,3,34,181,12,8,5,0,63,78,8,127,9,0,14,10,17,18,36,19,58.9,56.1,1026.9,10.0,10.4,15.9,,64.0,55.0,0.0,,0,22.871877057613169,51.839166666666671
2017,11,3,6,2017-11-03,27,0,117,0,44,0,188,0,1506,775,7,2,46,217,18,18,5,0,61,62,8,114,9,0,11,13,21,8,28,17,58.7,58.5,1019.3,3.4,7.7,13.0,,66.0,52.0,0.0,,1,24.211772890946502,52.343506944444457
2017,11,4,7,2017-11-04,23,0,109,0,31,0,163,0,1195,613,5,1,30,160,18,24,0,0,41,63,5,75,7,0,13,14,15,17,21,3,53.6,44.6,1024.3,9.3,13.9,21.0,32.1,66.0,46.9,0.0,,0,25.843105967078191,54.026180555555527
2017,11,5,1,2017-11-05,7,0,127,0,27,0,161,0,1006,519,1,3,14,135,8,11,14,0,38,53,1,61,6,0,8,15,14,17,20,16,54.5,49.5,1026.0,10.0,10.8,19.0,22.9,61.0,46.9,0.0,,0,25.054591407407408,57.802399999999977
2017,11,6,2,2017-11-06,16,0,113,2,34,0,163,2,1307,680,5,1,35,173,8,2,9,1,49,85,6,91,4,1,17,10,23,9,22,9,62.2,61.6,1016.0,7.4,11.8,17.1,19.0,66.0,48.9,0.0,,1,23.347760545267491,54.266458333333325
2017,11,7,3,2017-11-07,8,0,97,1,76,1,181,2,1321,710,3,3,33,167,20,13,34,0,59,87,7,92,3,1,11,10,23,14,25,20,53.0,46.7,1019.6,9.8,12.5,18.1,25.1,66.0,48.0,0.05,,0,25.093993993993994,53.985520833333354
2017,11,8,4,2017-11-08,4,0,103,0,31,0,138,0,1274,661,4,3,29,157,11,8,2,1,44,66,12,122,4,0,10,7,29,11,29,11,47.0,43.6,1020.7,9.7,16.7,22.9,29.9,57.0,44.1,0.37,,0,30.03188940329218,54.142986111111156
2017,11,9,5,2017-11-09,15,0,137,0,28,1,180,1,1379,702,2,1,33,175,15,9,4,0,60,76,10,114,4,0,17,14,13,9,34,10,48.3,39.9,1022.1,10.0,8.7,17.1,20.0,54.0,43.0,0.1,,0,32.13472116472888,48.07156249999997
2017,11,10,6,2017-11-10,14,0,103,0,41,3,158,3,1393,724,1,0,43,197,19,15,4,2,55,68,8,104,6,0,10,11,16,12,24,8,44.6,33.5,1016.1,10.0,12.3,21.0,28.9,55.0,32.0,0.05,,0,32.663678830193653,52.067212543554
2017,11,11,7,2017-11-11,15,0,98,0,39,0,152,0,1210,623,2,0,31,151,18,24,2,0,44,63,1,100,5,0,14,18,18,11,20,9,30.2,18.0,1029.7,10.0,12.6,22.0,28.9,36.0,26.1,0.0,,0,33.795026491769548,55.683576388888859
2017,11,12,1,2017-11-12,6,0,114,2,20,0,140,2,1047,538,6,1,28,139,12,16,0,0,41,56,1,58,2,1,13,10,15,16,19,8,35.8,29.8,1032.6,10.0,5.0,12.0,,46.9,24.1,0.0,,0,34.201138888888892,56.62614583333329
2017,11,13,2,2017-11-13,13,0,102,1,26,0,141,1,1384,699,4,0,39,170,11,13,15,2,57,89,11,97,7,0,10,17,19,12,34,9,48.8,44.3,1026.7,10.0,9.2,15.0,,52.0,46.0,0.0,,0,32.577483281893,52.9889236111111
2017,11,14,3,2017-11-14,9,0,113,0,20,1,142,1,1253,646,3,1,35,159,11,6,3,0,55,73,9,121,3,0,10,8,18,12,26,7,46.1,39.0,1024.1,10.0,12.3,17.1,22.9,52.0,42.1,0.1,,0,32.031554771228357,55.131597222222233
2017,11,15,4,2017-11-15,14,0,148,0,31,0,193,0,1385,713,4,3,36,176,9,7,2,1,52,85,9,120,6,1,7,10,35,16,23,16,43.9,37.1,1024.1,10.0,11.3,17.1,,48.9,39.0,0.0,,0,31.752004144004143,54.500244755244744
2017,11,16,5,2017-11-16,12,0,190,0,49,0,251,0,1570,811,4,2,41,199,18,10,11,1,75,99,4,132,2,0,19,15,18,13,32,11,46.6,43.4,1015.0,8.9,10.1,22.9,28.9,54.0,39.0,0.0,,0,30.912574462574462,50.698356643356618
2017,11,17,6,2017-11-17,16,1,138,0,37,0,191,1,1583,814,5,1,35,199,11,14,5,3,74,99,12,129,7,0,7,13,22,11,22,21,43.8,33.2,1009.4,9.9,15.6,22.9,35.9,54.0,42.1,0.55,,0,31.174825138727577,50.157700348432051
2017,11,18,7,2017-11-18,6,0,127,2,40,0,173,2,1231,628,5,0,29,144,18,19,15,2,47,63,2,92,3,0,10,20,21,15,28,7,43.5,31.4,1013.0,10.0,9.4,17.1,27.0,53.1,28.0,0.0,,0,31.689149825783971,53.885296167247361
2017,11,19,1,2017-11-19,10,0,137,0,30,0,177,0,1107,573,2,0,29,147,14,23,14,0,37,49,1,69,4,0,10,12,15,11,21,14,54.8,50.4,998.1,7.8,16.8,31.1,41.0,59.0,44.1,0.0,,0,34.643429783950616,56.134652777777767
2017,11,20,2,2017-11-20,9,0,129,0,44,0,182,0,1463,748,3,1,38,194,8,10,6,2,54,79,12,106,3,0,13,11,34,11,36,11,40.5,24.6,1010.3,10.0,15.4,21.0,35.9,45.0,37.9,0.18,,0,32.358182355967081,50.594027777777775
2017,11,21,3,2017-11-21,9,0,135,0,50,0,194,0,1540,790,1,1,40,224,9,5,4,2,59,90,9,141,3,0,17,10,27,7,38,9,51.1,39.0,1020.3,10.0,15.3,19.0,27.0,57.9,37.0,0.0,,0,32.506129048909536,50.116585365853631
