year,month,day,day_of_week,date,total_cyclist_injured,total_cyclist_killed,collisions_w_cyclists_inj_kill,total_motorist_injured,total_motorist_killed,collisions_w_motorists_inj_kill,total_pedestrians_injured,total_pedestrians_killed,collisions_w_pedestrians_inj_kill,total_persons_injured,total_persons_killed,collisions_w_persons_inj_kill,collisions_w_fatalities,total_vehicles_involved,total_collisions,aggressive_driving_road_rage,animals_action,backing_unsafely,driver_inattention_distraction,driver_inexperience,driver_unwell_medical,environmental_defect_failure,failure_to_keep_right,failure_to_yield_right_of_way,following_too_closely,oversized_vehicle,passing_or_lane_usage_improper,pedestrian_bicyclist_other_pedestrian_error_confusion,physical_disability,reaction_to_uninvolved_vehicle,traffic_control_disregarded,turning_improperly,unsafe_speed,vehicle_failure,visual_distraction_obstruction,temp_c,slp_c,visib_c,wdsp_c,prcp_c,fog_c,avg_speed_all
2023,11,20,2,2023-11-20,16,0,16,92,1,61,37,0,36,145,1,112,1,576,312,0,0,14,74,4,7,2,2,27,19,0,43,4,0,3,8,2,5,12,5,41.7,1022.4,10.0,13.5,0.0,0,29.997641426836502
2023,11,21,3,2023-11-21,18,0,18,120,0,84,77,0,74,215,0,174,0,606,354,2,0,5,87,1,6,8,0,35,38,3,33,9,0,8,9,11,10,17,7,38.7,1033.0,10.0,8.8,0.0,0,27.958282372550148
2023,11,22,4,2023-11-22,11,0,11,127,0,79,41,1,37,179,1,125,1,541,289,3,0,10,74,5,10,8,0,22,22,2,36,2,0,3,11,6,15,17,4,48.4,1015.6,6.2,21.8,0.26,1,28.707963726764223
2023,11,23,5,2023-11-23,4,0,4,82,1,49,24,0,22,110,1,74,1,362,195,5,3,4,49,5,7,0,0,10,15,0,24,3,0,3,6,3,15,6,2,46.6,1004.2,10.0,12.7,0.15,0,33.949571759259257
2023,11,24,6,2023-11-24,7,0,7,91,0,57,21,0,20,119,0,83,0,416,218,2,0,8,60,3,15,0,2,10,10,1,15,0,0,5,6,4,16,12,3,45.6,1016.1,10.0,9.6,0.0,0,34.940147357723575
2023,11,25,7,2023-11-25,8,0,8,100,1,59,9,0,9,117,1,75,1,409,208,2,0,7,59,5,9,2,0,16,15,0,19,3,0,2,7,5,15,13,3,34.5,1026.2,10.0,11.2,0.0,0,33.980062321180704
2023,11,26,1,2023-11-26,4,0,4,75,0,53,30,0,28,109,0,85,0,376,207,1,1,2,54,7,8,3,0,16,12,0,13,2,1,3,7,4,12,6,3,35.5,1026.2,10.0,6.7,0.0,0,32.640476230803976
2023,11,27,2,2023-11-27,10,0,10,99,0,69,25,2,26,134,2,104,2,493,260,2,1,13,72,8,3,0,0,13,17,0,26,3,0,1,7,7,11,14,8,50.8,1007.0,8.7,17.0,0.13,0,30.493639340560073
2023,11,28,3,2023-11-28,8,0,8,81,0,55,19,0,19,108,0,82,0,434,224,2,1,6,65,1,5,0,0,19,23,1,26,2,0,1,8,1,5,8,3,40.5,1006.2,10.0,11.3,0.1,0,29.542936522826768
2023,11,29,4,2023-11-29,11,0,11,101,0,64,29,1,28,141,1,102,1,441,234,1,0,9,56,5,6,3,1,18,15,1,24,2,0,4,6,8,10,10,7,34.1,1015.1,10.0,12.7,0.0,0,27.534947429597928
2023,11,30,5,2023-11-30,11,0,10,103,0,67,30,0,29,144,0,106,0,498,264,3,0,7,73,9,7,1,0,10,14,1,36,4,0,7,9,5,8,11,10,41.6,1019.6,10.0,11.0,0.0,0,29.1082246745897
2023,12,1,6,2023-12-01,12,0,12,95,0,73,57,0,55,164,0,140,0,591,328,2,0,7,87,8,11,5,0,46,13,1,26,5,0,3,9,6,9,12,8,49.2,1021.7,9.9,10.6,0.0,0,28.948239247691394
2023,12,2,7,2023-12-02,15,0,14,112,0,70,14,0,14,141,0,98,0,508,259,2,0,14,76,11,10,3,0,18,14,0,23,2,0,6,6,10,7,9,1,50.2,1016.7,6.8,7.8,0.14,0,31.907017276422764
2023,12,3,1,2023-12-03,11,0,11,109,1,83,25,1,23,145,2,115,2,469,258,3,0,2,71,5,9,10,0,15,14,0,17,3,0,3,7,8,17,8,2,46.6,1012.1,4.4,8.3,0.1,1,32.189277326106591
2023,12,4,2,2023-12-04,8,0,8,95,3,71,36,0,34,139,3,112,3,491,268,2,0,10,67,5,7,1,0,17,14,1,26,1,0,4,11,4,8,7,4,48.1,1005.2,8.2,8.8,0.4,1,31.137608401084009
2023,12,5,3,2023-12-05,11,0,11,83,0,61,28,0,28,122,0,100,0,464,253,4,0,12,81,2,3,1,0,17,9,2,32,3,1,5,1,5,12,13,3,41.4,1010.5,9.7,10.3,0.0,0,31.209025519421861
2023,12,6,4,2023-12-06,4,0,4,79,0,55,29,0,28,112,0,87,0,410,218,3,0,6,56,5,7,0,1,12,19,1,25,3,0,1,8,4,5,7,4,36.5,1013.9,10.0,12.0,0.04,0,30.533557192863597
2023,12,7,5,2023-12-07,15,0,15,86,1,62,30,0,29,131,1,106,1,496,268,3,0,10,81,8,1,0,1,23,20,1,30,3,0,1,4,3,12,7,9,31.6,1014.2,10.0,9.9,0.0,0,30.228097052845527
2023,12,8,6,2023-12-08,20,1,21,88,0,64,31,0,30,139,1,115,1,520,271,4,0,7,82,3,8,1,0,23,21,3,39,3,0,4,10,8,8,19,2,35.0,1020.1,10.0,5.0,0.0,0,30.704081978319785
2023,12,9,7,2023-12-09,18,0,17,152,0,92,21,0,21,191,0,127,0,517,267,5,0,10,75,11,15,1,0,11,25,1,31,4,0,2,8,4,4,13,5,42.3,1025.2,10.0,8.2,0.0,0,31.250663392050587
2023,12,10,1,2023-12-10,11,0,11,109,1,63,24,1,25,144,2,99,2,396,212,1,0,7,56,3,10,7,0,16,12,1,12,3,0,6,6,3,14,9,4,50.3,1019.8,7.6,9.9,0.0,1,33.062801022582022
2023,12,11,2,2023-12-11,16,0,16,103,0,67,47,0,43,166,0,126,0,503,286,2,0,10,67,4,8,13,0,25,21,2,25,3,1,4,8,9,12,6,11,51.6,1006.1,6.2,17.9,0.33,0,30.089329462659382
2023,12,12,3,2023-12-12,13,0,13,117,0,70,37,0,37,167,0,120,0,560,306,3,0,9,74,1,5,7,1,19,20,3,30,3,0,5,7,10,8,14,6,39.5,1024.1,10.0,12.4,1.04,0,29.867944273679417
2023,12,13,4,2023-12-13,15,0,14,82,0,62,30,0,30,127,0,105,0,478,258,3,0,8,72,8,3,1,1,20,15,3,27,2,0,3,5,7,7,8,3,44.0,1028.2,10.0,12.7,0.0,0,29.881105988160289
2023,12,14,5,2023-12-14,15,0,15,92,0,66,42,0,40,149,0,121,0,492,276,4,0,7,83,6,4,1,0,23,19,1,36,0,0,7,7,4,16,11,4,33.8,1033.2,10.0,12.5,0.0,0,29.146432149362475
2023,12,15,6,2023-12-15,12,0,12,129,0,75,24,0,24,165,0,111,0,563,303,4,0,12,84,1,12,1,0,15,16,1,40,2,0,3,11,9,15,9,8,42.4,1026.5,10.0,13.4,0.0,0,29.0665827071949
2023,12,16,7,2023-12-16,7,0,7,101,0,62,31,0,30,139,0,99,0,443,233,3,0,5,54,6,11,0,0,15,14,0,28,2,0,0,7,9,13,9,2,46.5,1028.7,10.0,11.0,0.0,0,31.03101007513661
2023,12,17,1,2023-12-17,12,0,12,94,0,55,22,0,21,128,0,88,0,424,236,0,0,4,53,8,11,9,0,9,16,1,23,4,0,4,6,2,13,7,5,46.8,1029.5,9.6,12.2,0.0,0,34.418953210382512
2023,12,18,2,2023-12-18,15,0,15,123,1,76,34,0,32,172,1,122,1,524,293,1,0,14,75,9,2,7,0,26,14,1,25,2,1,3,14,2,14,8,7,54.4,1002.6,4.0,26.5,0.19,0,29.713518603319976
2023,12,19,3,2023-12-19,15,0,15,104,0,63,31,0,30,150,0,106,0,503,262,3,1,6,79,3,6,1,0,24,29,1,27,1,0,6,5,5,12,10,6,46.0,1009.7,8.0,11.0,0.29,0,29.396470385674931
2023,12,20,4,2023-12-20,4,0,4,139,0,83,32,0,29,175,0,116,0,513,280,2,0,5,99,3,4,9,0,24,21,3,20,2,0,2,7,6,9,5,9,39.1,1022.1,10.0,13.6,0.0,0,29.27847078741965
2023,12,21,5,2023-12-21,10,0,10,101,0,68,32,0,31,143,0,109,0,515,280,2,0,8,53,1,5,3,0,32,27,2,33,2,0,3,12,8,15,7,6,37.1,1024.7,10.0,19.2,0.0,0,29.311746441689621
2023,12,22,6,2023-12-22,18,0,17,104,0,68,29,1,29,151,1,112,1,606,313,2,2,10,85,13,9,6,0,19,23,1,38,7,0,4,12,6,9,19,4,32.2,1029.6,10.0,9.9,0.0,0,30.632822256657484
2023,12,23,7,2023-12-23,11,0,11,91,0,55,18,0,17,120,0,81,0,415,214,0,0,7,51,5,12,0,0,14,12,1,21,1,0,1,8,5,18,8,5,31.8,1033.0,10.0,3.8,0.0,0,34.103039198806243
2023,12,24,1,2023-12-24,6,0,6,88,1,58,18,0,17,112,1,79,1,398,210,2,0,8,44,7,9,5,0,12,15,2,20,1,0,3,2,4,18,13,2,44.1,1030.6,10.0,5.5,0.0,0,35.989828397612492
2023,12,25,2,2023-12-25,9,0,9,82,1,52,9,0,9,100,1,70,1,317,153,2,0,3,25,4,9,0,0,8,17,1,13,3,1,3,9,4,9,7,2,46.8,1030.0,10.0,6.8,0.0,0,37.230632747933882
2023,12,26,3,2023-12-26,6,0,6,74,0,48,23,0,22,103,0,76,0,335,187,4,0,6,57,8,5,0,0,10,10,1,13,3,0,1,8,3,8,6,3,46.0,1026.5,3.6,5.5,0.0,1,33.64396493342516
2023,12,27,4,2023-12-27,6,0,6,85,1,51,46,1,45,137,2,102,2,412,229,4,0,4,66,3,6,4,1,20,9,0,19,1,0,1,13,3,9,4,5,45.9,1019.9,5.7,4.0,0.0,1,31.568758034894397
2023,12,28,5,2023-12-28,14,1,14,134,0,69,34,1,32,182,2,115,2,495,264,6,0,7,61,5,13,10,0,26,18,2,30,3,0,3,6,8,11,14,5,52.1,1005.7,5.5,10.9,0.0,1,28.78578569788797
2023,12,29,6,2023-12-29,11,0,11,107,0,72,31,0,27,149,0,110,0,494,257,8,1,11,71,3,13,1,0,17,27,1,19,2,0,2,7,6,10,8,6,45.5,1002.6,5.7,10.5,0.36,0,30.051296246926746
