year,month,day,day_of_week,date,total_cyclist_injured,total_cyclist_killed,collisions_w_cyclists_inj_kill,total_motorist_injured,total_motorist_killed,collisions_w_motorists_inj_kill,total_pedestrians_injured,total_pedestrians_killed,collisions_w_pedestrians_inj_kill,total_persons_injured,total_persons_killed,collisions_w_persons_inj_kill,collisions_w_fatalities,total_vehicles_involved,total_collisions,aggressive_driving_road_rage,animals_action,backing_unsafely,driver_inattention_distraction,driver_inexperience,driver_unwell_medical,environmental_defect_failure,failure_to_keep_right,failure_to_yield_right_of_way,following_too_closely,oversized_vehicle,passing_or_lane_usage_improper,pedestrian_bicyclist_other_pedestrian_error_confusion,physical_disability,reaction_to_uninvolved_vehicle,traffic_control_disregarded,turning_improperly,unsafe_speed,vehicle_failure,visual_distraction_obstruction,temp_c,slp_c,visib_c,wdsp_c,prcp_c,fog_c,avg_speed_all
2017,8,25,6,2017-08-25,24,0,23,147,0,95,28,1,29,199,1,146,1,1240,633,6,0,50,150,17,15,7,1,58,65,3,88,5,0,21,13,17,11,26,9,66.4,1016.2,10.0,5.5,0.0,0,25.334377572016461
2017,8,26,7,2017-08-26,15,0,15,131,0,79,23,0,23,169,0,116,0,1120,570,3,0,37,166,11,16,1,0,45,58,4,66,7,0,11,13,14,12,33,9,64.1,1023.0,9.9,3.7,0.0,0,26.555749485596706
2017,8,27,1,2017-08-27,25,0,25,112,1,73,15,1,16,152,2,113,2,970,497,2,0,25,128,13,19,0,0,28,47,1,54,8,1,12,10,8,14,24,9,62.3,1024.6,10.0,5.0,0.0,0,27.304523660294578
2017,8,28,2,2017-08-28,23,0,22,132,0,80,27,0,26,182,0,127,0,1123,584,0,0,32,161,14,10,2,1,49,68,6,69,4,0,14,10,12,8,26,7,62.7,1025.3,10.0,8.5,0.0,0,27.904555750477272
2017,8,29,3,2017-08-29,11,0,11,134,0,95,38,0,37,183,0,142,0,1187,613,2,0,31,148,11,12,21,0,56,69,3,81,3,0,14,10,16,8,26,7,62.0,1023.8,9.9,8.6,0.0,0,26.254240555729
2017,8,30,4,2017-08-30,20,0,19,136,0,87,28,0,26,184,0,132,0,1283,671,6,0,54,176,11,7,4,4,43,82,3,78,9,0,17,16,11,16,31,11,61.8,1012.8,7.0,16.0,1.57,0,26.900455705338043
2017,8,31,5,2017-08-31,23,0,23,113,1,74,21,0,19,157,1,115,1,1190,618,3,2,21,165,9,6,0,2,33,71,3,94,1,0,9,12,22,9,24,17,66.2,1011.0,9.6,9.7,0.11,0,26.134360082304529
2017,9,1,6,2017-09-01,29,1,30,134,0,91,27,0,24,190,1,144,1,1335,681,2,1,43,175,17,14,2,3,63,78,9,75,4,0,18,20,23,13,24,11,62.7,1015.1,10.0,10.6,0.0,0,26.334459362139917
2017,9,2,7,2017-09-02,15,0,15,138,0,86,34,0,33,187,0,134,0,1112,562,2,1,32,163,7,21,5,1,45,55,4,65,4,0,4,13,13,9,20,6,58.7,1022.4,10.0,5.3,0.0,0,29.101931841563786
2017,9,3,1,2017-09-03,9,0,9,162,0,86,26,1,22,197,1,114,1,1006,518,6,0,23,117,14,22,19,2,34,47,0,41,6,0,17,14,19,17,27,7,60.0,1018.2,6.7,13.1,1.08,1,29.382359483408258
2017,9,4,2,2017-09-04,15,0,15,169,0,95,36,1,29,220,1,137,1,1032,531,6,0,28,139,15,18,1,1,33,46,1,51,7,0,10,18,13,12,27,8,65.4,1012.4,9.6,13.4,0.16,0,30.245302983539094
2017,9,5,3,2017-09-05,15,0,15,145,0,102,25,0,24,185,0,139,0,1385,707,3,1,41,183,16,10,3,0,44,86,7,87,5,1,17,10,29,8,33,14,68.1,1012.1,6.9,14.0,0.0,0,26.970960133744857
2017,9,6,4,2017-09-06,9,0,9,116,0,73,31,0,29,156,0,111,0,1180,608,1,0,42,150,7,7,10,2,45,55,3,106,4,0,10,21,14,8,26,8,69.6,1013.2,6.0,13.6,0.0,0,26.381411192839874
2017,9,7,5,2017-09-07,28,0,27,180,0,114,34,1,33,242,1,173,1,1540,789,4,0,33,188,18,13,7,2,65,99,3,118,6,1,14,11,20,12,29,16,67.1,1011.4,7.9,13.0,2.88,1,24.57554624583096
2017,9,8,6,2017-09-08,15,0,15,156,0,89,32,0,32,203,0,135,0,1461,740,2,2,52,197,17,7,3,1,46,76,7,131,5,0,12,10,21,8,36,9,65.4,1017.2,9.5,11.3,0.55,0,24.692636574074076
2017,9,9,7,2017-09-09,25,0,24,148,0,93,32,0,28,205,0,144,0,1200,608,2,1,29,157,18,12,0,1,44,74,2,69,10,2,9,18,14,11,19,7,63.1,1021.1,10.0,7.5,0.0,0,25.939448302469135
2017,9,10,1,2017-09-10,21,1,19,118,1,87,20,0,19,159,2,125,2,1052,531,1,1,25,149,12,22,3,0,45,71,0,62,5,1,8,17,16,8,20,6,61.1,1024.2,9.7,9.9,0.0,0,26.484824588477366
2017,9,11,2,2017-09-11,19,0,19,151,0,86,26,0,26,196,0,130,0,1446,735,3,0,32,204,16,2,1,0,47,97,7,108,5,0,7,15,13,12,50,14,63.6,1023.1,10.0,7.9,0.0,0,26.27431507201646
2017,9,12,3,2017-09-12,23,0,21,123,0,86,27,1,26,173,1,132,1,1317,679,0,1,31,180,16,12,0,0,48,93,5,100,5,0,16,18,26,8,33,12,65.3,1015.6,10.0,8.3,0.0,0,25.554543731172743
2017,9,13,4,2017-09-13,25,0,25,144,0,91,33,3,31,202,3,145,3,1451,738,3,2,42,179,16,9,1,3,64,87,8,115,9,0,13,13,36,15,36,13,67.5,1011.8,9.5,8.0,0.0,0,24.932362987643309
2017,9,14,5,2017-09-14,16,2,18,118,0,90,31,0,31,165,2,136,2,1424,727,4,0,39,203,11,12,0,0,45,82,7,112,6,0,22,13,27,12,39,12,67.4,1012.6,5.1,9.0,0.0,1,24.373567450662343
2017,9,15,6,2017-09-15,26,0,26,171,0,115,56,0,56,253,0,196,0,1591,824,3,1,39,220,15,10,1,0,61,85,11,118,9,0,9,13,24,14,36,13,67.9,1016.3,6.7,6.3,0.02,1,23.41056739669752
2017,9,16,7,2017-09-16,19,0,19,119,1,74,32,0,32,170,1,125,1,1228,623,4,1,29,161,13,26,1,0,43,74,3,84,3,1,14,18,14,12,15,4,66.8,1020.8,4.6,2.8,0.0,1,23.990661321075038
2017,9,17,1,2017-09-17,18,0,18,159,0,96,23,0,22,200,0,136,0,1158,584,3,0,30,172,9,12,4,3,49,76,0,78,6,0,8,15,11,7,29,4,64.7,1021.4,4.8,3.4,0.0,1,21.518341563786009
2017,9,18,2,2017-09-18,18,0,18,153,4,89,36,2,32,207,6,135,3,1300,672,1,1,29,167,20,10,9,2,52,68,5,107,8,0,10,18,20,9,30,10,65.7,1020.5,3.4,7.6,0.0,1,24.66199742798354
2017,9,19,3,2017-09-19,16,0,16,128,0,92,22,0,22,166,0,130,0,1289,660,3,0,32,169,11,8,12,1,51,79,4,100,11,0,9,21,29,8,25,8,65.5,1016.3,3.3,14.5,0.02,1,25.386547582304527
2017,9,20,4,2017-09-20,21,0,21,102,0,68,33,0,28,156,0,116,0,1130,583,1,0,32,153,15,7,1,2,35,56,9,84,4,0,9,10,14,9,22,9,66.1,1006.4,3.2,21.3,0.59,0,24.3036591588496
2017,9,21,5,2017-09-21,19,0,19,88,0,62,20,0,18,127,0,99,0,1040,535,5,0,44,134,9,12,0,0,36,53,8,79,4,0,5,7,13,10,24,8,63.9,1006.9,3.4,29.6,2.35,0,26.010596764622409
2017,9,22,6,2017-09-22,21,0,21,102,1,80,23,0,21,146,1,121,1,1193,614,1,2,35,153,14,20,0,2,42,72,8,66,3,0,8,12,20,13,34,8,61.3,1008.1,2.8,27.5,3.17,0,25.64029603909465
2017,9,23,7,2017-09-23,27,0,27,145,0,96,36,0,31,208,0,153,0,1221,631,8,1,34,163,11,17,3,1,41,71,3,72,12,0,11,16,18,17,24,10,62.6,1012.3,2.1,17.2,0.3,1,27.940001158480072
2017,9,27,4,2017-09-27,32,0,32,105,0,88,39,1,39,176,1,157,1,1343,695,6,0,30,176,15,10,4,1,54,78,6,107,12,0,12,20,22,10,34,11,68.7,1014.0,1.5,4.7,0.0,1,24.117306661080853
2017,9,28,5,2017-09-28,21,0,21,137,0,94,48,0,43,206,0,157,0,1433,740,3,0,31,183,12,12,0,0,61,89,8,103,9,0,14,19,25,17,32,14,69.4,1005.9,4.9,9.3,0.07,1,23.522538979538979
2017,9,29,6,2017-09-29,20,0,20,152,0,100,41,0,38,213,0,157,0,1486,755,4,0,35,206,15,14,1,3,41,79,9,103,7,1,16,13,28,12,31,16,59.6,1013.9,10.0,10.6,0.2,0,22.897625661375663
2017,9,30,7,2017-09-30,17,1,18,109,2,81,17,1,17,143,4,116,4,1077,550,0,0,27,134,12,20,1,0,45,65,4,79,6,0,13,14,16,16,24,7,56.3,1020.0,9.8,8.3,0.0,0,25.498485884485884
2017,10,1,1,2017-10-01,20,0,20,122,1,79,22,0,22,164,1,121,1,1116,571,4,0,23,153,13,18,3,1,30,58,4,76,3,0,11,13,17,16,18,16,55.5,1025.7,10.0,7.9,0.08,0,25.955502314814815
2017,10,2,2,2017-10-02,17,0,17,133,0,84,48,0,44,198,0,145,0,1432,738,4,1,47,172,23,6,3,0,56,85,12,101,4,0,17,16,26,11,36,12,58.0,1026.8,10.0,9.3,0.0,0,25.721722149026498
2017,10,3,3,2017-10-03,13,0,13,99,0,72,30,1,29,142,1,114,1,1346,687,2,0,33,183,18,9,3,0,49,85,0,115,3,0,15,9,24,9,32,9,54.1,1035.7,10.0,6.0,0.0,0,25.124890946502056
2017,10,4,4,2017-10-04,20,0,20,145,0,92,44,0,38,209,0,146,0,1403,711,2,1,43,185,21,15,5,0,55,83,7,107,2,1,11,16,23,10,33,15,59.3,1029.6,10.0,12.4,0.0,0,24.839468106995884
2017,10,5,5,2017-10-05,19,0,19,102,0,66,42,0,41,163,0,125,0,1255,656,4,0,32,167,15,10,4,0,61,68,5,87,10,0,11,8,15,13,22,10,63.7,1019.9,8.4,15.8,0.0,0,25.56144465485486
2017,10,6,6,2017-10-06,15,0,14,142,1,89,26,1,27,183,2,129,2,1271,649,2,1,30,153,11,9,4,1,54,81,2,104,6,0,15,7,19,10,36,8,64.9,1018.2,7.4,7.6,0.18,1,23.668868633812245
2017,10,7,7,2017-10-07,20,0,20,136,0,90,21,0,20,177,0,130,0,1113,569,2,1,35,156,9,22,4,3,36,71,1,59,8,0,9,14,9,11,22,7,63.8,1021.1,3.9,5.7,0.0,1,25.100422839506173
2017,10,8,1,2017-10-08,12,0,12,101,0,71,23,0,22,136,0,104,0,1038,521,3,1,31,155,6,16,16,1,35,56,0,63,4,0,10,11,15,12,29,11,65.8,1017.4,9.2,12.8,0.0,0,27.198216848874598
2017,10,9,2,2017-10-09,2,0,2,145,0,90,28,0,27,175,0,119,0,1048,544,2,0,12,145,17,12,25,0,34,63,2,64,3,0,12,19,15,14,24,17,66.3,1016.5,6.2,10.5,0.02,0,26.561559413580248
2017,10,10,3,2017-10-10,15,1,16,177,0,98,46,0,44,238,1,157,1,1494,766,3,0,40,196,12,7,3,1,60,107,6,127,4,0,22,12,20,10,34,14,68.8,1015.0,5.9,11.0,0.31,1,23.767223899858045
2017,10,11,4,2017-10-11,23,0,23,105,0,70,42,0,39,170,0,132,0,1205,628,1,2,27,163,13,11,3,2,54,72,4,90,9,0,12,17,12,9,23,4,62.1,1019.7,10.0,6.9,0.0,0,24.86318885046413
2017,10,12,5,2017-10-12,15,0,15,120,0,84,33,0,31,168,0,130,0,1163,603,4,0,33,151,16,8,12,0,45,68,9,76,9,0,11,9,12,14,27,11,57.1,1026.7,10.0,14.5,0.09,0,23.275964391691396
2017,10,13,6,2017-10-13,19,0,19,113,1,84,25,0,25,157,1,128,1,1276,658,1,1,34,160,10,12,2,1,51,62,13,84,4,0,12,6,18,12,30,8,56.4,1030.6,10.0,10.9,0.01,0,23.418128343621397
2017,10,14,7,2017-10-14,18,0,17,122,0,82,24,0,24,164,0,123,0,1112,567,1,2,18,136,13,12,3,2,42,75,3,81,5,0,9,12,13,9,30,15,62.4,1026.6,6.7,5.5,0.0,0,23.59554603909465
2017,10,15,1,2017-10-15,11,0,11,121,1,76,19,0,18,151,1,105,1,963,496,5,1,19,112,9,19,7,1,32,63,2,59,2,0,20,2,14,17,15,6,63.3,1016.6,1.4,7.1,0.71,1,23.727597951277851
2017,10,16,2,2017-10-16,19,0,19,116,0,83,30,1,31,165,1,133,1,1226,641,2,4,31,169,8,12,2,2,53,68,8,98,4,1,11,16,19,8,18,12,62.3,1011.6,8.8,13.8,0.0,0,23.605358501277319
2017,10,17,3,2017-10-17,16,0,16,119,0,84,58,2,57,193,2,157,2,1405,736,2,1,24,199,14,4,4,2,46,81,10,108,5,0,16,18,24,11,33,19,51.1,1022.8,10.0,12.1,0.0,0,23.129427282104178
2017,10,18,4,2017-10-18,15,0,15,136,0,88,40,0,38,191,0,141,0,1419,737,4,0,40,194,16,3,4,2,73,90,13,114,8,0,11,11,19,12,37,14,56.7,1024.8,10.0,10.1,0.0,0,23.066972839506171
2017,10,19,5,2017-10-19,14,0,14,156,1,94,53,0,51,223,1,159,1,1473,766,4,1,36,190,20,13,4,0,66,107,6,93,4,0,22,15,16,11,36,17,59.7,1023.8,10.0,9.3,0.0,0,22.437416790987189
2017,10,20,6,2017-10-20,17,0,17,190,0,128,57,1,52,264,1,197,1,1598,823,11,0,37,226,14,14,2,3,55,102,11,98,7,0,22,12,27,13,23,21,62.0,1017.0,10.0,11.3,0.0,0,21.584722380042354
2017,10,21,7,2017-10-21,17,0,17,118,3,72,28,0,26,163,3,113,3,1116,582,2,0,29,169,16,20,0,2,34,56,2,72,9,0,12,8,18,10,23,8,58.8,1024.1,10.0,7.0,0.0,0,24.686535730822659
2017,10,22,1,2017-10-22,13,0,13,139,0,78,15,1,16,167,1,107,1,1051,528,7,2,24,146,11,18,3,0,46,44,0,60,9,0,7,13,16,18,20,9,60.6,1028.8,10.0,6.9,0.0,0,25.933837962962965
2017,10,23,2,2017-10-23,15,0,15,122,0,75,42,0,42,179,0,132,0,1283,669,7,2,43,161,9,3,2,2,50,93,10,91,6,0,13,11,17,9,32,21,59.5,1026.8,6.5,7.2,0.0,1,25.194403549382717
2017,10,24,3,2017-10-24,12,0,12,105,0,74,31,1,31,148,1,114,1,1298,685,3,1,29,156,13,14,24,1,50,76,9,93,8,0,10,14,18,11,29,22,64.3,1018.6,8.7,14.7,0.0,0,25.397334115805947
2017,10,25,4,2017-10-25,13,0,13,125,0,84,27,1,27,165,1,123,1,1254,648,4,0,37,165,8,12,6,2,63,66,7,109,1,1,17,18,18,12,27,10,65.1,1009.4,4.9,17.1,0.06,0,24.420987275911806
2017,10,26,5,2017-10-26,8,0,8,91,0,66,28,0,28,127,0,102,0,1264,656,4,1,32,191,5,9,7,0,54,74,4,117,4,0,8,14,13,9,29,9,60.1,1002.6,7.8,11.3,1.86,0,23.595343915343914
2017,10,27,6,2017-10-27,17,0,17,170,0,112,38,0,37,225,0,166,0,1487,758,4,0,29,196,14,3,7,0,68,92,6,119,6,0,13,18,25,12,40,14,54.1,1015.5,10.0,12.1,0.26,0,23.015963866305331
2017,10,28,7,2017-10-28,11,0,10,144,0,92,25,0,24,180,0,125,0,1185,615,2,0,28,152,14,17,0,2,47,67,1,86,0,0,18,14,13,17,28,5,55.1,1019.0,10.0,6.7,0.0,0,25.59456327160494
2017,10,29,1,2017-10-29,8,0,8,176,0,112,49,0,48,233,0,168,0,1133,612,4,0,20,136,11,32,34,1,46,60,1,66,4,0,13,14,9,17,26,13,60.4,1012.4,9.6,12.3,0.0,0,25.812836676954731
2017,10,30,2,2017-10-30,13,0,13,134,0,90,61,0,57,208,0,160,0,1535,829,1,0,40,176,16,13,10,0,69,90,8,129,8,0,15,16,20,11,27,21,60.4,997.1,6.9,27.3,1.61,0,24.26211522633745
2017,10,31,3,2017-10-31,23,2,23,117,0,86,38,8,33,178,10,140,3,1340,695,3,4,35,177,19,12,5,1,50,70,4,105,4,0,9,15,14,11,31,9,57.7,1014.3,10.0,18.1,0.04,0,24.602599022633743
2017,11,1,4,2017-11-01,11,0,11,130,1,82,32,1,31,173,2,124,2,1155,607,3,0,32,137,10,10,3,2,55,61,7,105,4,0,10,12,17,12,27,7,50.6,1026.5,10.0,6.7,0.0,0,23.806426770630278
2017,11,2,5,2017-11-02,30,0,30,117,1,79,39,0,38,186,1,147,1,1420,745,3,3,34,181,12,8,5,0,63,78,8,127,9,0,14,10,17,18,36,19,58.9,1026.9,10.0,10.4,0.0,0,22.871877057613169
2017,11,3,6,2017-11-03,27,0,27,117,0,84,44,0,41,188,0,152,0,1506,775,7,2,46,217,18,18,5,0,61,62,8,114,9,0,11,13,21,8,28,17,58.7,1019.3,3.4,7.7,0.0,1,24.211772890946502
2017,11,4,7,2017-11-04,23,0,23,109,0,76,31,0,27,163,0,126,0,1195,613,5,1,30,160,18,24,0,0,41,63,5,75,7,0,13,14,15,17,21,3,53.6,1024.3,9.3,13.9,0.0,0,25.843105967078191
2017,11,5,1,2017-11-05,7,0,7,127,0,79,27,0,27,161,0,112,0,1006,519,1,3,14,135,8,11,14,0,38,53,1,61,6,0,8,15,14,17,20,16,54.5,1026.0,10.0,10.8,0.0,0,25.054591407407408
2017,11,6,2,2017-11-06,16,0,16,113,2,81,34,0,33,163,2,130,1,1307,680,5,1,35,173,8,2,9,1,49,85,6,91,4,1,17,10,23,9,22,9,62.2,1016.0,7.4,11.8,0.0,1,23.347760545267491
2017,11,7,3,2017-11-07,8,0,8,97,1,75,76,1,73,181,2,155,2,1321,710,3,3,33,167,20,13,34,0,59,87,7,92,3,1,11,10,23,14,25,20,53.0,1019.6,9.8,12.5,0.05,0,25.093993993993994
2017,11,8,4,2017-11-08,4,0,4,103,0,78,31,0,30,138,0,112,0,1274,661,4,3,29,157,11,8,2,1,44,66,12,122,4,0,10,7,29,11,29,11,47.0,1020.7,9.7,16.7,0.37,0,30.03188940329218
2017,11,9,5,2017-11-09,15,0,15,137,0,88,28,1,28,180,1,131,1,1379,702,2,1,33,175,15,9,4,0,60,76,10,114,4,0,17,14,13,9,34,10,48.3,1022.1,10.0,8.7,0.1,0,32.13472116472888
2017,11,10,6,2017-11-10,14,0,14,103,0,73,41,3,41,158,3,127,3,1393,724,1,0,43,197,19,15,4,2,55,68,8,104,6,0,10,11,16,12,24,8,44.6,1016.1,10.0,12.3,0.05,0,32.663678830193653
2017,11,11,7,2017-11-11,15,0,15,98,0,68,39,0,33,152,0,115,0,1210,623,2,0,31,151,18,24,2,0,44,63,1,100,5,0,14,18,18,11,20,9,30.2,1029.7,10.0,12.6,0.0,0,33.795026491769548
2017,11,12,1,2017-11-12,6,0,6,114,2,79,20,0,20,140,2,105,2,1047,538,6,1,28,139,12,16,0,0,41,56,1,58,2,1,13,10,15,16,19,8,35.8,1032.6,10.0,5.0,0.0,0,34.201138888888892
2017,11,13,2,2017-11-13,13,0,13,102,1,71,26,0,26,141,1,110,1,1384,699,4,0,39,170,11,13,15,2,57,89,11,97,7,0,10,17,19,12,34,9,48.8,1026.7,10.0,9.2,0.0,0,32.577483281893
2017,11,14,3,2017-11-14,9,0,9,113,0,67,20,1,21,142,1,96,1,1253,646,3,1,35,159,11,6,3,0,55,73,9,121,3,0,10,8,18,12,26,7,46.1,1024.1,10.0,12.3,0.1,0,32.031554771228357
2017,11,15,4,2017-11-15,14,0,14,148,0,92,31,0,29,193,0,135,0,1385,713,4,3,36,176,9,7,2,1,52,85,9,120,6,1,7,10,35,16,23,16,43.9,1024.1,10.0,11.3,0.0,0,31.752004144004143
2017,11,16,5,2017-11-16,12,0,12,190,0,109,49,0,47,251,0,168,0,1570,811,4,2,41,199,18,10,11,1,75,99,4,132,2,0,19,15,18,13,32,11,46.6,1015.0,8.9,10.1,0.0,0,30.912574462574462
2017,11,17,6,2017-11-17,16,1,17,138,0,96,37,0,36,191,1,149,1,1583,814,5,1,35,199,11,14,5,3,74,99,12,129,7,0,7,13,22,11,22,21,43.8,1009.4,9.9,15.6,0.55,0,31.174825138727577
2017,11,18,7,2017-11-18,6,0,6,127,2,86,40,0,37,173,2,129,2,1231,628,5,0,29,144,18,19,15,2,47,63,2,92,3,0,10,20,21,15,28,7,43.5,1013.0,10.0,9.4,0.0,0,31.689149825783971
2017,11,19,1,2017-11-19,10,0,10,137,0,84,30,0,28,177,0,121,0,1107,573,2,0,29,147,14,23,14,0,37,49,1,69,4,0,10,12,15,11,21,14,54.8,998.1,7.8,16.8,0.0,0,34.643429783950616
2017,11,20,2,2017-11-20,9,0,9,129,0,93,44,0,42,182,0,143,0,1463,748,3,1,38,194,8,10,6,2,54,79,12,106,3,0,13,11,34,11,36,11,40.5,1010.3,10.0,15.4,0.18,0,32.358182355967081
2017,11,21,3,2017-11-21,9,0,9,135,0,91,50,0,43,194,0,142,0,1540,790,1,1,40,224,9,5,4,2,59,90,9,141,3,0,17,10,27,7,38,9,51.1,1020.3,10.0,15.3,0.0,0,32.506129048909536
2017,11,22,4,2017-11-22,10,0,10,140,0,91,35,1,36,185,1,137,1,1491,774,2,1,44,181,14,12,11,3,59,91,5,117,7,1,7,10,22,10,34,14,54.2,1014.0,8.0,13.5,0.0,0,33.214474125693641
2017,11,23,5,2017-11-23,4,0,4,140,0,75,17,0,17,161,0,96,0,918,468,5,2,20,125,6,15,3,1,46,52,0,64,1,0,10,10,18,8,18,3,38.7,1015.0,10.0,11.1,0.28,0,37.4485591563786
2017,11,24,6,2017-11-24,3,0,3,102,1,62,23,1,24,128,2,89,2,978,502,3,3,38,127,14,9,2,0,28,51,0,72,2,0,12,11,13,10,25,12,40.8,1016.1,10.0,6.9,0.0,0,39.31133101099644
2017,11,25,7,2017-11-25,6,0,6,88,1,59,16,0,16,110,1,81,1,885,456,1,2,21,121,12,12,1,1,28,45,1,56,3,0,11,7,8,13,15,7,50.1,1010.6,10.0,7.8,0.0,0,38.507072130636018
2017,11,26,1,2017-11-26,5,0,5,121,0,69,24,1,24,150,1,97,1,957,485,3,2,22,131,12,19,0,1,25,54,2,56,3,0,5,20,14,6,20,4,48.9,1007.2,9.9,12.2,0.0,0,37.099322657545606
2017,11,27,2,2017-11-27,7,0,7,102,0,73,33,0,32,142,0,112,0,1234,635,1,1,36,166,7,7,0,0,43,70,7,105,3,0,15,11,19,8,20,10,43.0,1013.8,10.0,12.4,0.0,0,34.417899309135905
2017,11,28,3,2017-11-28,14,1,14,109,0,81,34,0,31,157,1,125,1,1244,649,3,0,27,167,7,11,1,0,63,69,5,96,4,0,9,11,15,13,36,11,37.9,1028.0,10.0,10.0,0.0,0,33.8483091563786
2017,11,29,4,2017-11-29,19,0,19,133,0,87,32,0,31,184,0,137,0,1363,701,5,0,27,197,17,11,5,3,55,80,8,89,4,0,12,12,17,11,24,13,52.2,1019.8,9.8,14.6,0.0,0,34.59340237037037
2017,11,30,5,2017-11-30,11,0,11,121,0,89,33,0,30,165,0,129,0,1264,663,5,0,39,147,10,9,5,1,54,77,5,86,3,0,10,12,15,11,31,10,43.2,1024.6,10.0,10.1,0.0,0,34.552950574267648
2017,12,1,6,2017-12-01,14,0,14,133,0,93,51,0,48,198,0,155,0,1485,772,2,0,42,172,8,13,2,1,69,84,16,99,11,0,12,14,25,13,35,17,48.2,1018.5,10.0,10.0,0.0,0,33.356231809401159
2017,12,2,7,2017-12-02,9,0,9,92,0,51,24,0,24,125,0,84,0,1126,574,3,0,27,170,10,14,1,1,40,58,3,89,2,1,9,10,20,15,18,9,42.5,1024.2,10.0,8.0,0.0,0,36.229659207818933
